V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,variable,generation,rate,popSize,chroms,generationMean,generationSD,ymin
0.0328315,0.0322305,0.028093,0.0352795,0.0317065,0.031085,0.03778,0.0310435,0.034148,0.0280655,1e-7_1000_1,42,1e-7,1000,1,0.0322263,0.00301096198359705,0.029215338016403
0.0331985,0.032334,0.0281595,0.035419,0.0318195,0.0312665,0.0378695,0.0310235,0.0341235,0.0278995,1e-7_1000_1,43,1e-7,1000,1,0.0323113,0.00306079909863784,0.0292505009013622
0.0332225,0.0322235,0.0280725,0.0354295,0.031901,0.031118,0.037626,0.0310405,0.034036,0.0279255,1e-7_1000_1,44,1e-7,1000,1,0.0322595,0.00302149466324202,0.029238005336758
0.0331495,0.0321175,0.0280365,0.035346,0.031972,0.031183,0.0376695,0.0308525,0.0340635,0.027891,1e-7_1000_1,45,1e-7,1000,1,0.0322281,0.00303662973632868,0.0291914702636713
0.033176,0.0318535,0.0278865,0.035334,0.031791,0.0310865,0.037789,0.030876,0.0340705,0.027979,1e-7_1000_1,46,1e-7,1000,1,0.0321842,0.0030769944137457,0.0291072055862543
0.0329595,0.0319085,0.0277695,0.0352515,0.031587,0.0312595,0.037551,0.03082,0.0341405,0.027962,1e-7_1000_1,47,1e-7,1000,1,0.0321209,0.00303798766364257,0.0290829123363574
0.033089,0.0319825,0.02777,0.0350175,0.031733,0.0310795,0.03752,0.0307205,0.034106,0.0278435,1e-7_1000_1,48,1e-7,1000,1,0.03208615,0.00303403056135271,0.0290521194386473
0.033244,0.0320925,0.0277975,0.035071,0.03147,0.030831,0.0375045,0.0306805,0.0342545,0.027837,1e-7_1000_1,49,1e-7,1000,1,0.03207825,0.00306754171618832,0.0290107082838117
0.03319,0.032307,0.0276185,0.034869,0.031511,0.0309605,0.037326,0.030788,0.034273,0.027743,1e-7_1000_1,50,1e-7,1000,1,0.0320586,0.00304317436423073,0.0290154256357693
0.0332195,0.032221,0.027651,0.034889,0.0316255,0.0307635,0.037221,0.0308345,0.0340925,0.0275735,1e-7_1000_1,51,1e-7,1000,1,0.0320091,0.00303780233794835,0.0289712976620517
0.033153,0.032196,0.027608,0.035084,0.03158,0.0306415,0.0372195,0.0306085,0.0340285,0.02768,1e-7_1000_1,52,1e-7,1000,1,0.0319799,0.00305765145713722,0.0289222485428628
0.033356,0.0322885,0.0274545,0.034959,0.031641,0.030758,0.0373125,0.030601,0.0341885,0.027489,1e-7_1000_1,53,1e-7,1000,1,0.0320048,0.00313278265728374,0.0288720173427163
0.0333475,0.0322195,0.027462,0.03506,0.031809,0.0307455,0.037322,0.0303795,0.034347,0.027441,1e-7_1000_1,54,1e-7,1000,1,0.0320133,0.00317406254051667,0.0288392374594833
0.033587,0.0320015,0.027611,0.0351,0.0317295,0.030742,0.0371945,0.0302595,0.0343245,0.0275675,1e-7_1000_1,55,1e-7,1000,1,0.0320117,0.00312887598916217,0.0288828240108378
0.033881,0.031976,0.0278025,0.0350885,0.0316655,0.030818,0.0373605,0.030319,0.0343515,0.0273805,1e-7_1000_1,56,1e-7,1000,1,0.0320643,0.00317270124306998,0.02889159875693
0.033657,0.0322915,0.0277555,0.0349485,0.031671,0.0307735,0.0377135,0.030256,0.034266,0.0274075,1e-7_1000_1,57,1e-7,1000,1,0.032074,0.00321471041550488,0.0288592895844951
0.0334615,0.0323885,0.0277435,0.034988,0.031503,0.030786,0.0377285,0.0302565,0.0341375,0.027429,1e-7_1000_1,58,1e-7,1000,1,0.0320422,0.00320337147219752,0.0288388285278025
0.0335225,0.0325635,0.0277725,0.0347905,0.0314505,0.030683,0.037674,0.030239,0.034092,0.0272745,1e-7_1000_1,59,1e-7,1000,1,0.0320062,0.00320299254344017,0.0288032074565598
0.033503,0.032604,0.0277805,0.0346455,0.0312245,0.0305545,0.037861,0.030095,0.0340195,0.027106,1e-7_1000_1,60,1e-7,1000,1,0.03193935,0.0032675292062794,0.0286718207937206
0.0333755,0.0326235,0.027775,0.0347465,0.0313225,0.0304915,0.037694,0.030119,0.0342295,0.027164,1e-7_1000_1,61,1e-7,1000,1,0.0319541,0.00324389192517603,0.028710208074824
0.0334375,0.0327805,0.0279255,0.0344995,0.031442,0.030381,0.0377985,0.030106,0.0340685,0.027241,1e-7_1000_1,62,1e-7,1000,1,0.031968,0.00320734458357342,0.0287606554164266
0.0334945,0.0328055,0.028027,0.034702,0.031516,0.030351,0.037777,0.0300245,0.0340775,0.0271355,1e-7_1000_1,63,1e-7,1000,1,0.03199105,0.00323481487062586,0.0287562351293741
0.0333165,0.032823,0.0280925,0.0347615,0.031423,0.030268,0.0375875,0.030133,0.0338295,0.027144,1e-7_1000_1,64,1e-7,1000,1,0.03193785,0.00316636345960683,0.0287714865403932
0.0332445,0.0328705,0.0281475,0.034678,0.031408,0.0302755,0.0374895,0.030166,0.033776,0.0272275,1e-7_1000_1,65,1e-7,1000,1,0.0319283,0.00310952023094668,0.0288187797690533
0.033293,0.032747,0.028182,0.0347045,0.0316565,0.030272,0.037554,0.029946,0.033766,0.027152,1e-7_1000_1,66,1e-7,1000,1,0.0319273,0.00314218815477368,0.0287851118452263
0.03314,0.0326585,0.028115,0.0347455,0.0315715,0.0303505,0.03767,0.0299735,0.0339265,0.0271495,1e-7_1000_1,67,1e-7,1000,1,0.03193005,0.00317479841398544,0.0287552515860146
0.0332575,0.032754,0.028157,0.0345945,0.031502,0.0301775,0.0378455,0.0297505,0.0338195,0.0269425,1e-7_1000_1,68,1e-7,1000,1,0.03188005,0.00325225628901605,0.028627793710984
0.033249,0.032868,0.027889,0.034547,0.031222,0.0300405,0.037755,0.0297695,0.033942,0.026966,1e-7_1000_1,69,1e-7,1000,1,0.0318248,0.0032837411607968,0.0285410588392032
0.0332795,0.0328225,0.0280105,0.034486,0.0313135,0.0300905,0.037888,0.029748,0.033986,0.0270315,1e-7_1000_1,70,1e-7,1000,1,0.0318656,0.00327816018692057,0.0285874398130794
0.033373,0.0328445,0.0281445,0.0345485,0.0314135,0.0299875,0.037867,0.029653,0.03365,0.0270345,1e-7_1000_1,71,1e-7,1000,1,0.0318516,0.00325645927179949,0.0285951407282005
0.033362,0.0328645,0.028194,0.0344025,0.0312605,0.029807,0.037923,0.0294915,0.0337525,0.0270525,1e-7_1000_1,72,1e-7,1000,1,0.031811,0.0032792692190656,0.0285317307809344
0.0333285,0.0327275,0.0282315,0.034447,0.0312885,0.02954,0.037982,0.0295235,0.0336505,0.026938,1e-7_1000_1,73,1e-7,1000,1,0.0317657,0.00331256543080032,0.0284531345691997
0.033574,0.032806,0.0280985,0.034207,0.0313385,0.029429,0.0381675,0.029537,0.0337975,0.0270525,1e-7_1000_1,74,1e-7,1000,1,0.03180075,0.00336127404127595,0.0284394759587241
0.0337015,0.032909,0.02801,0.034159,0.0311525,0.029492,0.038271,0.0295965,0.0336265,0.02691,1e-7_1000_1,75,1e-7,1000,1,0.0317828,0.00340742949058867,0.0283753705094113
0.0339635,0.032822,0.028147,0.034099,0.0311195,0.029582,0.038213,0.0296165,0.033589,0.026889,1e-7_1000_1,76,1e-7,1000,1,0.03180405,0.00338214510702897,0.028421904892971
0.033888,0.032833,0.0282025,0.03407,0.030876,0.0297395,0.038227,0.029634,0.033493,0.0269925,1e-7_1000_1,77,1e-7,1000,1,0.03179555,0.00334327131423035,0.0284522786857696
0.0338925,0.032653,0.0282095,0.0340775,0.0306985,0.029853,0.0380695,0.029603,0.0336355,0.0267985,1e-7_1000_1,78,1e-7,1000,1,0.03174905,0.00334465603155907,0.0284043939684409
0.033894,0.032434,0.028156,0.0340785,0.030737,0.029709,0.0380735,0.02954,0.0337215,0.0267655,1e-7_1000_1,79,1e-7,1000,1,0.0317109,0.00336951541026302,0.028341384589737
0.033965,0.032476,0.028119,0.0342135,0.0308215,0.029546,0.0378885,0.0294665,0.033614,0.026831,1e-7_1000_1,80,1e-7,1000,1,0.0316941,0.00334898634581338,0.0283451136541866
0.034164,0.0322395,0.0281595,0.0341345,0.0308975,0.0294485,0.0376735,0.0295415,0.033648,0.026628,1e-7_1000_1,81,1e-7,1000,1,0.03165345,0.00333962054938714,0.0283138294506129
0.0341945,0.0323605,0.028173,0.0341705,0.0309055,0.029497,0.0377595,0.0294705,0.033428,0.0268,1e-7_1000_1,82,1e-7,1000,1,0.0316759,0.00332272838693345,0.0283531716130666
0.0340835,0.0321065,0.027986,0.034142,0.0307995,0.029631,0.0377655,0.029293,0.03334,0.026858,1e-7_1000_1,83,1e-7,1000,1,0.0316005,0.00332189096917872,0.0282786090308213
0.034136,0.0321255,0.028021,0.0343475,0.030566,0.0297455,0.0377525,0.0293655,0.033332,0.02704,1e-7_1000_1,84,1e-7,1000,1,0.03164315,0.00330310999959802,0.028340040000402
0.034101,0.031947,0.0279695,0.034188,0.030382,0.0297445,0.037662,0.0291125,0.033465,0.027177,1e-7_1000_1,85,1e-7,1000,1,0.03157485,0.00328549704551855,0.0282893529544815
0.0342075,0.0317375,0.028049,0.034223,0.0303705,0.029845,0.0376205,0.029001,0.0333085,0.0271745,1e-7_1000_1,86,1e-7,1000,1,0.0315537,0.00327249810457462,0.0282812018954254
0.034023,0.031553,0.028189,0.0342625,0.030285,0.02972,0.0374795,0.0291445,0.03335,0.02716,1e-7_1000_1,87,1e-7,1000,1,0.03151665,0.00321740438043188,0.0282992456195681
0.03397,0.031694,0.028069,0.034489,0.030328,0.029481,0.037473,0.0290735,0.033282,0.027197,1e-7_1000_1,88,1e-7,1000,1,0.03150565,0.00325832281370851,0.0282473271862915
0.0339625,0.031713,0.028109,0.0343475,0.0304625,0.0293505,0.0374605,0.028949,0.0330885,0.027038,1e-7_1000_1,89,1e-7,1000,1,0.0314481,0.00326350476907538,0.0281845952309246
0.0339685,0.031824,0.0281505,0.0344205,0.0304995,0.029464,0.037275,0.0289155,0.033355,0.0268825,1e-7_1000_1,90,1e-7,1000,1,0.0314755,0.00326394153338159,0.0282115584666184
0.034165,0.031859,0.028176,0.034408,0.0305665,0.029496,0.0371935,0.0291185,0.033624,0.0268115,1e-7_1000_1,91,1e-7,1000,1,0.0315418,0.00326917258645058,0.0282726274135494
0.034304,0.031795,0.02822,0.0343385,0.0304735,0.029518,0.0372615,0.0290945,0.0336655,0.026819,1e-7_1000_1,92,1e-7,1000,1,0.03154895,0.00328811753346636,0.0282608324665336
0.0340785,0.031672,0.02826,0.034193,0.0304885,0.0296705,0.03727,0.0290025,0.033612,0.027106,1e-7_1000_1,93,1e-7,1000,1,0.0315353,0.00319868068462956,0.0283366193153704
0.033971,0.0316095,0.028206,0.034208,0.030749,0.0295555,0.0370965,0.0290025,0.0332835,0.026867,1e-7_1000_1,94,1e-7,1000,1,0.03145485,0.00317682768086166,0.0282780223191383
0.034157,0.031535,0.028184,0.034035,0.0305925,0.029638,0.0370325,0.0289985,0.0333285,0.026662,1e-7_1000_1,95,1e-7,1000,1,0.0314163,0.00320276292354655,0.0282135370764535
0.034268,0.0314025,0.02802,0.0340065,0.030724,0.029712,0.037182,0.0289315,0.033437,0.026497,1e-7_1000_1,96,1e-7,1000,1,0.03141805,0.00329073664034531,0.0281273133596547
0.0345315,0.031446,0.028018,0.033901,0.030743,0.029869,0.0372245,0.028945,0.033492,0.0265565,1e-7_1000_1,97,1e-7,1000,1,0.03147265,0.00330003273594874,0.0281726172640513
0.0345515,0.031439,0.027781,0.0337575,0.0306735,0.030005,0.0370625,0.0289125,0.033286,0.0268705,1e-7_1000_1,98,1e-7,1000,1,0.0314339,0.00322103683100126,0.0282128631689987
0.0347315,0.031379,0.027886,0.0338015,0.03063,0.030178,0.0371005,0.0289135,0.0331485,0.026926,1e-7_1000_1,99,1e-7,1000,1,0.03146945,0.00321463654805813,0.0282548134519419
0.0347335,0.031221,0.027864,0.033854,0.030642,0.029997,0.037087,0.0288715,0.033089,0.026836,1e-7_1000_1,100,1e-7,1000,1,0.0314195,0.00324254605038832,0.0281769539496117
0.0347355,0.0311655,0.0280115,0.033875,0.030722,0.029882,0.0371765,0.028916,0.033179,0.026574,1e-7_1000_1,101,1e-7,1000,1,0.0314237,0.0032920750649603,0.0281316249350397
0.034672,0.0313695,0.0279835,0.0336855,0.030662,0.029977,0.037201,0.0289405,0.033451,0.0265595,1e-7_1000_1,102,1e-7,1000,1,0.03145015,0.00329115147065245,0.0281589985293476
0.034489,0.031332,0.02826,0.033657,0.0305015,0.029962,0.0373455,0.0289045,0.033456,0.026515,1e-7_1000_1,103,1e-7,1000,1,0.03144225,0.00328336448589282,0.0281588855141072
0.0344035,0.031322,0.028343,0.033476,0.0304185,0.030133,0.0372455,0.0288665,0.033511,0.0266535,1e-7_1000_1,104,1e-7,1000,1,0.03143725,0.00321128137500351,0.0282259686249965
0.034567,0.031288,0.028324,0.0332395,0.0305575,0.0304825,0.0372345,0.0289575,0.0335315,0.0267115,1e-7_1000_1,105,1e-7,1000,1,0.03148935,0.00317791455945911,0.0283114354405409
0.034662,0.031404,0.0282675,0.0333505,0.030601,0.0304415,0.03733,0.0288645,0.0334665,0.026836,1e-7_1000_1,106,1e-7,1000,1,0.03152235,0.00320345773301635,0.0283188922669837
0.034696,0.0314055,0.0285145,0.0333595,0.030422,0.0304215,0.03728,0.0288915,0.0336,0.026906,1e-7_1000_1,107,1e-7,1000,1,0.03154965,0.00317319327465777,0.0283764567253422
0.034553,0.0312725,0.028384,0.033374,0.030117,0.0303375,0.0371295,0.0289495,0.033567,0.0269425,1e-7_1000_1,108,1e-7,1000,1,0.03146265,0.00314613798568976,0.0283165120143102
0.034404,0.0310355,0.028618,0.0333695,0.030233,0.0304825,0.0370235,0.029025,0.0334195,0.026959,1e-7_1000_1,109,1e-7,1000,1,0.03145695,0.00305526560447515,0.0284016843955248
0.034278,0.0309245,0.028693,0.033192,0.030204,0.03048,0.036986,0.028977,0.0337285,0.026793,1e-7_1000_1,110,1e-7,1000,1,0.0314256,0.00307388725846895,0.028351712741531
0.034348,0.030896,0.0287115,0.03302,0.030239,0.030737,0.037209,0.0291095,0.033677,0.0267515,1e-7_1000_1,111,1e-7,1000,1,0.03146985,0.00309695198766285,0.0283728980123371
0.0343415,0.0309065,0.028923,0.0330625,0.030086,0.03069,0.037317,0.0291625,0.033734,0.026686,1e-7_1000_1,112,1e-7,1000,1,0.0314909,0.00312036527242138,0.0283705347275786
0.0343145,0.030832,0.0288925,0.032802,0.029772,0.0306225,0.037255,0.0290675,0.0338245,0.0267675,1e-7_1000_1,113,1e-7,1000,1,0.031415,0.00311595486524151,0.0282990451347585
0.0344785,0.0309255,0.0289755,0.0327815,0.0297175,0.030811,0.0371935,0.0291295,0.034024,0.026815,1e-7_1000_1,114,1e-7,1000,1,0.03148515,0.00311308511724659,0.0283720648827534
0.034408,0.03078,0.0288575,0.03264,0.0298185,0.0309655,0.037343,0.029264,0.0339205,0.026858,1e-7_1000_1,115,1e-7,1000,1,0.0314855,0.00310761840750544,0.0283778815924946
0.0345675,0.030715,0.0288045,0.0326305,0.0297995,0.0310075,0.037146,0.0293775,0.0337895,0.0267705,1e-7_1000_1,116,1e-7,1000,1,0.0314608,0.00308546277098122,0.0283753372290188
0.034533,0.030705,0.028681,0.0326345,0.0297805,0.031007,0.037125,0.0293165,0.0338315,0.026553,1e-7_1000_1,117,1e-7,1000,1,0.0314167,0.003136032597974,0.028280667402026
0.034482,0.030773,0.0286045,0.0327545,0.029631,0.0311045,0.0371315,0.0293575,0.0342265,0.0264305,1e-7_1000_1,118,1e-7,1000,1,0.03144955,0.00320486442294279,0.0282446855770572
0.034423,0.0309005,0.0284735,0.032848,0.0296455,0.0312565,0.037098,0.029382,0.034418,0.0262895,1e-7_1000_1,119,1e-7,1000,1,0.03147345,0.00324652140717141,0.0282269285928286
0.034452,0.0312,0.028444,0.0329405,0.029925,0.0313755,0.037121,0.02946,0.034523,0.026317,1e-7_1000_1,120,1e-7,1000,1,0.0315758,0.00323893686432927,0.0283368631356707
0.034267,0.031195,0.028499,0.0329775,0.02992,0.0311985,0.037123,0.029443,0.0342655,0.0263065,1e-7_1000_1,121,1e-7,1000,1,0.0315195,0.0031970755994954,0.0283224244005046
0.034182,0.0314795,0.0286555,0.0329025,0.0298235,0.031172,0.0370955,0.0292445,0.034231,0.026216,1e-7_1000_1,122,1e-7,1000,1,0.0315002,0.00319628054845698,0.028303919451543
0.034102,0.0314345,0.028592,0.032832,0.029746,0.0311865,0.0369395,0.029222,0.0341995,0.0261735,1e-7_1000_1,123,1e-7,1000,1,0.03144275,0.00317251655498701,0.028270233445013
0.034133,0.0314585,0.028526,0.0328375,0.029796,0.031442,0.037048,0.029204,0.034175,0.0262795,1e-7_1000_1,124,1e-7,1000,1,0.03148995,0.00317866374309499,0.028311286256905
0.0340995,0.0314905,0.028579,0.0326725,0.029673,0.0313745,0.037085,0.0291155,0.034131,0.0263765,1e-7_1000_1,125,1e-7,1000,1,0.0314597,0.00316319818116623,0.0282965018188338
0.0339615,0.0315005,0.0287585,0.0326835,0.0295315,0.031191,0.037138,0.0291545,0.0342005,0.026448,1e-7_1000_1,126,1e-7,1000,1,0.03145675,0.0031452091102536,0.0283115408897464
0.033942,0.0314405,0.0286375,0.032659,0.029443,0.0310625,0.0371355,0.02936,0.0343905,0.026451,1e-7_1000_1,127,1e-7,1000,1,0.03145215,0.00316385317163529,0.0282882968283647
0.0338395,0.0311555,0.0286,0.032527,0.029551,0.031039,0.036969,0.029263,0.034192,0.0264345,1e-7_1000_1,128,1e-7,1000,1,0.03135705,0.00310346989898225,0.0282535801010178
0.034077,0.0311335,0.0286345,0.032432,0.029604,0.03109,0.0370595,0.0291565,0.034395,0.026538,1e-7_1000_1,129,1e-7,1000,1,0.031412,0.00314365221076095,0.028268347789239
0.0339105,0.0309445,0.028533,0.0322845,0.029481,0.031139,0.036893,0.0292125,0.034262,0.026463,1e-7_1000_1,130,1e-7,1000,1,0.0313123,0.00310392416681422,0.0282083758331858
0.033808,0.030992,0.0284475,0.032184,0.0294395,0.031094,0.0369,0.029252,0.0342545,0.0264205,1e-7_1000_1,131,1e-7,1000,1,0.0312792,0.00310726039748486,0.0281719396025151
0.033749,0.0309045,0.028554,0.032354,0.029657,0.031206,0.0370485,0.029362,0.0343315,0.0263175,1e-7_1000_1,132,1e-7,1000,1,0.0313484,0.00313238828655992,0.0282160117134401
0.0339935,0.0307715,0.028408,0.032328,0.029732,0.0311785,0.0371295,0.029155,0.034402,0.026252,1e-7_1000_1,133,1e-7,1000,1,0.031335,0.00321635822355381,0.0281186417764462
0.033998,0.0306185,0.0283955,0.0323015,0.0297105,0.0312365,0.037356,0.028895,0.0344085,0.0261635,1e-7_1000_1,134,1e-7,1000,1,0.03130835,0.00330350284672699,0.028004847153273
0.0337965,0.030544,0.028412,0.032407,0.0297095,0.031291,0.037443,0.028908,0.034297,0.025984,1e-7_1000_1,135,1e-7,1000,1,0.0312792,0.00332658423578568,0.0279526157642143
0.0337595,0.030665,0.0282865,0.032453,0.0296445,0.03132,0.037368,0.028954,0.0342455,0.026012,1e-7_1000_1,136,1e-7,1000,1,0.0312708,0.00330922556566403,0.027961574434336
0.0338845,0.0306575,0.0283265,0.032389,0.0295955,0.03136,0.0372965,0.028774,0.0342365,0.025828,1e-7_1000_1,137,1e-7,1000,1,0.0312348,0.00334815013767968,0.0278866498623203
