V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,variable,generation,rate,popSize,chroms,generationMean,generationSD,ymin
0.0280286,0.0270878,0.028592,0.0250835,0.0284959,0.0263309,0.0270981,0.0275952,0.0269113,0.0271366,1e-8_10000_1,195,1e-8,10000,1,0.02723599,0.00104307642039199,0.026192913579608
0.0280603,0.0270229,0.0285547,0.0251016,0.0285115,0.026293,0.0271546,0.0276914,0.0269022,0.0271226,1e-8_10000_1,196,1e-8,10000,1,0.02724148,0.0010474127498004,0.0261940672501996
0.0280449,0.0269631,0.0285129,0.0250917,0.0284404,0.0263163,0.0271923,0.0277057,0.0269367,0.027135,1e-8_10000_1,197,1e-8,10000,1,0.0272339,0.00103150280551135,0.0262023971944887
0.028064,0.026978,0.0285425,0.0251167,0.0284565,0.0263347,0.0272443,0.0277296,0.0269761,0.0270926,1e-8_10000_1,198,1e-8,10000,1,0.0272535,0.00103178613201682,0.0262217138679832
0.0280562,0.0269353,0.0285656,0.0251659,0.0283994,0.0263186,0.0272481,0.027682,0.0269744,0.027113,1e-8_10000_1,199,1e-8,10000,1,0.02724585,0.00101615160532275,0.0262296983946773
0.028069,0.0269581,0.0285251,0.0251978,0.0284348,0.0263203,0.0271971,0.0276254,0.0270167,0.0272147,1e-8_10000_1,200,1e-8,10000,1,0.0272559,0.00100335631424401,0.026252543685756
0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,1e-8_10000_5,1,1e-8,10000,5,0.05,0,0.05
0.0392178,0.0408451,0.0411239,0.0393476,0.0410193,0.0419885,0.0417593,0.0405157,0.040712,0.0421096,1e-8_10000_5,2,1e-8,10000,5,0.04086388,0.000992385742429715,0.0398714942575703
0.0355601,0.0367936,0.0364781,0.0353256,0.0376151,0.0380528,0.037917,0.0367871,0.0369186,0.0382246,1e-8_10000_5,3,1e-8,10000,5,0.03696726,0.00100335056707237,0.0359639094329276
0.0330792,0.0353525,0.0347355,0.0327824,0.0346815,0.0360108,0.0356074,0.0345925,0.0343188,0.0366194,1e-8_10000_5,4,1e-8,10000,5,0.034778,0.00120430886588302,0.033573691134117
0.0330586,0.0339101,0.033392,0.0325033,0.0337109,0.0346773,0.0344292,0.0335968,0.0332971,0.0355806,1e-8_10000_5,5,1e-8,10000,5,0.03381559,0.000884777569599651,0.0329308124304004
0.0327197,0.0338483,0.0326202,0.031386,0.0330562,0.034012,0.0334881,0.0333099,0.0325369,0.0349603,1e-8_10000_5,6,1e-8,10000,5,0.03319376,0.000977003093592282,0.0322167569064077
0.0322048,0.0329843,0.0324838,0.0305016,0.0327945,0.0338646,0.0334669,0.032363,0.032193,0.0341623,1e-8_10000_5,7,1e-8,10000,5,0.03270188,0.00103644785986668,0.0316654321401333
0.0322697,0.0330662,0.0323283,0.0300774,0.0325271,0.0333458,0.0329091,0.0324835,0.0319135,0.0339841,1e-8_10000_5,8,1e-8,10000,5,0.03249047,0.00103823922211277,0.0314522307778872
0.0322375,0.0327814,0.0315445,0.0299628,0.0324226,0.033115,0.0323524,0.0321294,0.0317404,0.0338384,1e-8_10000_5,9,1e-8,10000,5,0.03221244,0.00103189154059695,0.031180548459403
0.031724,0.032349,0.0314344,0.0295121,0.0320394,0.0329523,0.0320413,0.0318613,0.031705,0.0339277,1e-8_10000_5,10,1e-8,10000,5,0.03195465,0.00112641929557534,0.0308282307044247
0.0318455,0.032384,0.0313765,0.0292527,0.0320611,0.0329156,0.032114,0.0317617,0.0316102,0.0339286,1e-8_10000_5,11,1e-8,10000,5,0.03192499,0.00119418741545129,0.0307308025845487
0.0318257,0.0322038,0.0311015,0.0290193,0.0318165,0.0329,0.0320444,0.0315693,0.0316896,0.0336809,1e-8_10000_5,12,1e-8,10000,5,0.0317851,0.0012135754630201,0.0305715245369799
0.0319301,0.031994,0.0310321,0.0289003,0.0316823,0.0327906,0.0316912,0.0313068,0.0319178,0.0335185,1e-8_10000_5,13,1e-8,10000,5,0.03167637,0.00120724632306566,0.0304691236769343
0.0320451,0.03183,0.0308474,0.0288171,0.0313033,0.0324039,0.0313368,0.0310171,0.0317655,0.0333524,1e-8_10000_5,14,1e-8,10000,5,0.03147186,0.0011850636806143,0.0302867963193857
0.0320527,0.0319721,0.0308781,0.028656,0.0311089,0.0321914,0.0314646,0.030727,0.0316036,0.0332653,1e-8_10000_5,15,1e-8,10000,5,0.03139197,0.00121305577782356,0.0301789142221764
0.0322069,0.0318905,0.0307768,0.0284876,0.0309248,0.0320654,0.0315318,0.0306036,0.0316652,0.033058,1e-8_10000_5,16,1e-8,10000,5,0.03132106,0.00124004059360078,0.0300810194063992
0.0320194,0.0319293,0.0305325,0.0283706,0.0308245,0.0319689,0.0315136,0.0303143,0.0314673,0.0330155,1e-8_10000_5,17,1e-8,10000,5,0.03119559,0.00127526325948802,0.029920326740512
0.031772,0.0319222,0.0302903,0.0282732,0.0305689,0.0320318,0.0314759,0.0303115,0.0312081,0.0328114,1e-8_10000_5,18,1e-8,10000,5,0.03106653,0.00127439457700074,0.0297921354229993
0.0316324,0.0320298,0.0302586,0.0283658,0.0305453,0.0319616,0.0314678,0.0300042,0.0314822,0.0327069,1e-8_10000_5,19,1e-8,10000,5,0.03104546,0.00126562855986879,0.0297798314401312
0.0317248,0.0318939,0.0300887,0.0282151,0.0306251,0.0321007,0.0311992,0.0297997,0.0315157,0.0328421,1e-8_10000_5,20,1e-8,10000,5,0.0310005,0.00134999158762811,0.0296505084123719
0.0315392,0.0319084,0.0300981,0.0280219,0.0306979,0.0320594,0.031152,0.0295878,0.0314552,0.0326783,1e-8_10000_5,21,1e-8,10000,5,0.03091982,0.00137392566659675,0.0295458943334032
0.0313611,0.0318732,0.0300882,0.0277703,0.030572,0.0319677,0.0308878,0.0297529,0.031301,0.0326344,1e-8_10000_5,22,1e-8,10000,5,0.03082086,0.00138578659107382,0.0294350734089262
0.0312805,0.0317956,0.0298465,0.0278725,0.0303458,0.0319209,0.0309535,0.0296867,0.0310997,0.0327643,1e-8_10000_5,23,1e-8,10000,5,0.0307566,0.00138871206038785,0.0293678879396122
0.030964,0.0317279,0.0297893,0.0276423,0.030426,0.0318722,0.0306408,0.0295909,0.0311814,0.0326349,1e-8_10000_5,24,1e-8,10000,5,0.03064697,0.00141167263442265,0.0292352973655774
0.0309737,0.0316854,0.0298918,0.0274483,0.0303936,0.0318659,0.0305937,0.0297054,0.0311607,0.0325651,1e-8_10000_5,25,1e-8,10000,5,0.03062836,0.00142851582669255,0.0291998441733074
0.0308139,0.0317756,0.0298731,0.027274,0.0301804,0.0316975,0.0305712,0.029663,0.0312248,0.0325856,1e-8_10000_5,26,1e-8,10000,5,0.03056591,0.00147569863488451,0.0290902113651155
0.0306719,0.0316473,0.0296633,0.0272282,0.0301046,0.0317377,0.0306758,0.0297209,0.0311295,0.0327717,1e-8_10000_5,27,1e-8,10000,5,0.03053509,0.00151368982544862,0.0290214001745514
0.0306047,0.0314344,0.0297343,0.0273969,0.0299389,0.0317286,0.0307171,0.0297367,0.0311659,0.0327686,1e-8_10000_5,28,1e-8,10000,5,0.03052261,0.00145825232799784,0.0290643576720022
0.0304741,0.0312345,0.0297899,0.0275437,0.0297383,0.0317896,0.0308773,0.0295545,0.0310833,0.0327971,1e-8_10000_5,29,1e-8,10000,5,0.03048823,0.00144064859316906,0.0290475814068309
0.030421,0.0310733,0.0297993,0.0274221,0.0297021,0.0315035,0.0309426,0.029522,0.0308822,0.0324415,1e-8_10000_5,30,1e-8,10000,5,0.03037096,0.00136806367964198,0.029002896320358
0.0305625,0.0310201,0.0299454,0.027394,0.0297588,0.0312872,0.03106,0.0295128,0.0307993,0.0323015,1e-8_10000_5,31,1e-8,10000,5,0.03036416,0.00132652052059346,0.0290376394794065
0.0305282,0.0309564,0.0300471,0.0273414,0.029597,0.031322,0.0310105,0.0294384,0.0308047,0.0322874,1e-8_10000_5,32,1e-8,10000,5,0.03033331,0.0013449267501326,0.0289883832498674
0.0303966,0.0309957,0.0299703,0.0272602,0.0296196,0.0312346,0.0309691,0.0295687,0.0305821,0.0323933,1e-8_10000_5,33,1e-8,10000,5,0.03029902,0.00135903592038213,0.0289399840796179
0.0304583,0.030995,0.0299393,0.0272051,0.0296241,0.0311965,0.0308939,0.029536,0.0305518,0.032498,1e-8_10000_5,34,1e-8,10000,5,0.0302898,0.00138672786323297,0.028903072136767
0.0304202,0.0309841,0.0298903,0.0270839,0.0295738,0.0313094,0.0308666,0.0294981,0.0306077,0.0325316,1e-8_10000_5,35,1e-8,10000,5,0.03027657,0.00143655283079554,0.0288400171692045
0.0304196,0.0308545,0.0298388,0.0271648,0.0295479,0.0312756,0.0307768,0.0294849,0.030388,0.0328022,1e-8_10000_5,36,1e-8,10000,5,0.03025531,0.00145380389129116,0.0288015061087088
0.0303503,0.0306541,0.0297634,0.0271788,0.0294545,0.0311183,0.0306438,0.0293415,0.0303646,0.0327418,1e-8_10000_5,37,1e-8,10000,5,0.03016111,0.00142800590603354,0.0287331040939665
0.0302648,0.0304907,0.0297866,0.0270979,0.0294147,0.0310594,0.030557,0.0292304,0.0305011,0.0326861,1e-8_10000_5,38,1e-8,10000,5,0.03010887,0.00143347963443271,0.0286753903655673
0.0303637,0.0305002,0.029799,0.0270839,0.0294317,0.030932,0.0304782,0.0292187,0.0304762,0.0326758,1e-8_10000_5,39,1e-8,10000,5,0.03009594,0.00142407236879154,0.0286718676312085
0.0302472,0.0304749,0.0297682,0.0270516,0.0294607,0.0309756,0.0304031,0.0291729,0.0304287,0.0325673,1e-8_10000_5,40,1e-8,10000,5,0.03005502,0.00140898688961648,0.0286460331103835
0.0303489,0.0304471,0.0296168,0.0270292,0.0294292,0.0309884,0.030552,0.0291115,0.0304897,0.0325049,1e-8_10000_5,41,1e-8,10000,5,0.03005177,0.00142120984145356,0.0286305601585464
0.0304377,0.0303168,0.0295908,0.0270227,0.0294393,0.030887,0.0304158,0.028939,0.0303584,0.0325577,1e-8_10000_5,42,1e-8,10000,5,0.02999652,0.00142959303983881,0.0285669269601612
0.030478,0.0302631,0.0296464,0.0270202,0.0295041,0.030821,0.0302557,0.0289835,0.0303307,0.0324544,1e-8_10000_5,43,1e-8,10000,5,0.02997571,0.00139236413536275,0.0285833458646373
0.0304499,0.0301906,0.0296363,0.0268937,0.0294289,0.030906,0.0301169,0.028925,0.0302886,0.0322766,1e-8_10000_5,44,1e-8,10000,5,0.02991125,0.00139538244319533,0.0285158675568047
0.0303586,0.0301854,0.0295924,0.0268876,0.0293663,0.0307952,0.0301763,0.0290382,0.0302288,0.0322743,1e-8_10000_5,45,1e-8,10000,5,0.02989031,0.00137883482489141,0.0285114751751086
0.0303136,0.0302058,0.029581,0.0269316,0.0294887,0.0306916,0.0300506,0.0289783,0.0302242,0.0320324,1e-8_10000_5,46,1e-8,10000,5,0.02984978,0.00131118108656958,0.0285385989134304
0.0302889,0.0302914,0.0296282,0.0268592,0.0294696,0.0307536,0.0299617,0.0289106,0.0301183,0.0318918,1e-8_10000_5,47,1e-8,10000,5,0.02981733,0.00131097725469717,0.0285063527453028
0.0301692,0.0302921,0.0294564,0.0267791,0.0295534,0.0306716,0.0299175,0.028924,0.0301744,0.0320479,1e-8_10000_5,48,1e-8,10000,5,0.02979856,0.00135060719776946,0.0284479528022305
0.0301416,0.030299,0.0293683,0.0268035,0.0294221,0.0305608,0.0298752,0.0289211,0.0301585,0.0318874,1e-8_10000_5,49,1e-8,10000,5,0.02974375,0.00131169671227765,0.0284320532877223
0.0302191,0.0301731,0.0294412,0.026685,0.0294054,0.0305998,0.0298427,0.0289345,0.0300538,0.0318884,1e-8_10000_5,50,1e-8,10000,5,0.0297243,0.00133589910214474,0.0283884008978553
0.0300924,0.0300792,0.0293625,0.0266959,0.0294406,0.0305245,0.0297495,0.0289281,0.0300082,0.0319478,1e-8_10000_5,51,1e-8,10000,5,0.02968287,0.00133025977584163,0.0283526102241584
0.0299382,0.0300782,0.02939,0.0266142,0.0294251,0.0304878,0.0298163,0.0289587,0.0300228,0.0319069,1e-8_10000_5,52,1e-8,10000,5,0.02966382,0.00133494918238694,0.0283288708176131
0.0299365,0.0299987,0.0293081,0.0265314,0.0294163,0.0304546,0.0298358,0.0288998,0.0300457,0.0318109,1e-8_10000_5,53,1e-8,10000,5,0.02962378,0.00134018018921172,0.0282835998107883
0.0298858,0.0299736,0.0293762,0.0266033,0.0292864,0.0304261,0.0297798,0.0288556,0.0300519,0.0317644,1e-8_10000_5,54,1e-8,10000,5,0.02960031,0.00131265809667932,0.0282876519033207
0.0298144,0.0299161,0.0293498,0.0266301,0.0291232,0.0303503,0.0297022,0.0288315,0.0298876,0.0317983,1e-8_10000_5,55,1e-8,10000,5,0.02954035,0.00130383082853737,0.0282365191714626
0.0298232,0.0298144,0.0293274,0.0265769,0.0291156,0.0303737,0.0296756,0.0288257,0.0300036,0.0318225,1e-8_10000_5,56,1e-8,10000,5,0.02953586,0.00132535113519231,0.0282105088648077
0.0298787,0.0297564,0.0292152,0.0265966,0.0291781,0.0302778,0.029695,0.0287887,0.0299739,0.0319927,1e-8_10000_5,57,1e-8,10000,5,0.02953531,0.00134982422431795,0.028185485775682
0.0296907,0.0297573,0.0291918,0.0265944,0.0292356,0.0303477,0.0297023,0.0286559,0.0299155,0.0320541,1e-8_10000_5,58,1e-8,10000,5,0.02951453,0.00136934521988512,0.0281451847801149
0.0295947,0.0298167,0.0291871,0.0265131,0.0292886,0.0302543,0.0296002,0.0285687,0.0297735,0.0321079,1e-8_10000_5,59,1e-8,10000,5,0.02947048,0.00139391509130857,0.0280765649086914
0.0295402,0.029834,0.0290749,0.0265629,0.02938,0.0301348,0.0295537,0.0285498,0.0296652,0.0320226,1e-8_10000_5,60,1e-8,10000,5,0.02943181,0.00135760721978863,0.0280742027802114
0.0295232,0.0297168,0.0290648,0.0265525,0.0294451,0.0301812,0.0297021,0.0285057,0.0296665,0.0320285,1e-8_10000_5,61,1e-8,10000,5,0.02943864,0.00136644730450903,0.028072192695491
0.0294737,0.0297015,0.0289998,0.0264729,0.0293844,0.0300313,0.0297875,0.0285322,0.0296635,0.0320898,1e-8_10000_5,62,1e-8,10000,5,0.02941366,0.00139160238829599,0.028022057611704
0.0294226,0.0296466,0.0290576,0.0264961,0.0294027,0.0300297,0.0298632,0.0284812,0.0296996,0.0321874,1e-8_10000_5,63,1e-8,10000,5,0.02942867,0.00141097332760836,0.0280176966723916
0.0293069,0.0296722,0.0289883,0.0264004,0.0293443,0.0300609,0.0298089,0.0284393,0.0296288,0.0322026,1e-8_10000_5,64,1e-8,10000,5,0.02938526,0.0014408576159126,0.0279444023840874
0.0293576,0.0296722,0.0289416,0.0264637,0.0292308,0.0300166,0.0297649,0.0283917,0.0296758,0.0321681,1e-8_10000_5,65,1e-8,10000,5,0.0293683,0.00142185005851141,0.0279464499414886
0.029384,0.0297248,0.0290354,0.0264356,0.0292066,0.0300464,0.0298309,0.0283829,0.0297188,0.0323037,1e-8_10000_5,66,1e-8,10000,5,0.02940691,0.00146190077748875,0.0279450092225112
0.0293522,0.0298167,0.0290489,0.0264903,0.0292462,0.0301345,0.0296843,0.0283987,0.0297257,0.0322359,1e-8_10000_5,67,1e-8,10000,5,0.02941334,0.00143599565319676,0.0279773443468032
0.029229,0.0296983,0.0290002,0.0264499,0.0291719,0.0302577,0.0295233,0.0283452,0.0297348,0.0322298,1e-8_10000_5,68,1e-8,10000,5,0.02936401,0.00145310185652777,0.0279109081434722
0.0292568,0.0297261,0.0288783,0.0264429,0.0291749,0.0302183,0.0295437,0.028313,0.0296297,0.032157,1e-8_10000_5,69,1e-8,10000,5,0.02933407,0.00144053638856427,0.0278935336114357
0.0291203,0.0296938,0.0289302,0.0264139,0.0290262,0.030202,0.029387,0.0283453,0.0296278,0.032143,1e-8_10000_5,70,1e-8,10000,5,0.02928895,0.00143952801389128,0.0278494219861087
0.0290907,0.0296511,0.0288842,0.0263751,0.0290093,0.030239,0.0293809,0.0284062,0.0295627,0.0320671,1e-8_10000_5,71,1e-8,10000,5,0.02926663,0.00142911690762746,0.0278375130923725
0.0291538,0.0297344,0.0288492,0.0263654,0.0289657,0.0301803,0.0293169,0.0283529,0.0295274,0.032169,1e-8_10000_5,72,1e-8,10000,5,0.0292615,0.00145591488838538,0.0278055851116146
0.0291027,0.0297955,0.0288037,0.0264228,0.0289388,0.0302715,0.0292153,0.0283879,0.0294955,0.0321241,1e-8_10000_5,73,1e-8,10000,5,0.02925578,0.00144209054408291,0.0278136894559171
0.0290745,0.029821,0.0288157,0.0264555,0.028899,0.030228,0.0293016,0.028289,0.0295088,0.0320132,1e-8_10000_5,74,1e-8,10000,5,0.02924063,0.00141664432378459,0.0278239856762154
0.0290108,0.0297498,0.0288196,0.0263967,0.0289065,0.0302527,0.029369,0.0282834,0.0294673,0.0320479,1e-8_10000_5,75,1e-8,10000,5,0.02923037,0.00143670410473262,0.0277936658952674
0.0289894,0.0297237,0.0288195,0.0264334,0.0289114,0.0301595,0.0293984,0.028278,0.0295,0.0320767,1e-8_10000_5,76,1e-8,10000,5,0.029229,0.00142859058437951,0.0278004094156205
0.0288748,0.0296973,0.0289149,0.0264037,0.0288305,0.0301479,0.0293681,0.0282546,0.0294439,0.0320431,1e-8_10000_5,77,1e-8,10000,5,0.02919788,0.00142802821851982,0.0277698517814802
0.0288392,0.0297721,0.0288585,0.0263171,0.0288425,0.0301351,0.0294505,0.0282828,0.0294561,0.0319935,1e-8_10000_5,78,1e-8,10000,5,0.02919474,0.00143992232984977,0.0277548176701502
0.0286822,0.0297133,0.0288746,0.026229,0.0287959,0.0301164,0.0293632,0.0283093,0.0295268,0.0319519,1e-8_10000_5,79,1e-8,10000,5,0.02915626,0.00145097692622745,0.0277052830737726
0.0287168,0.029755,0.0288135,0.0263052,0.028713,0.0300963,0.0293472,0.028305,0.0294376,0.0319202,1e-8_10000_5,80,1e-8,10000,5,0.02914098,0.0014280943112336,0.0277128856887664
0.0286518,0.0297474,0.0288031,0.026271,0.028678,0.0300413,0.0293603,0.0282876,0.0294021,0.0319436,1e-8_10000_5,81,1e-8,10000,5,0.02911862,0.00144056850182296,0.027678051498177
0.0285041,0.0298164,0.0287554,0.0263011,0.0285408,0.0299687,0.0293297,0.0282883,0.0294652,0.0319478,1e-8_10000_5,82,1e-8,10000,5,0.02909175,0.00144693295187518,0.0276448170481248
0.0284615,0.0298284,0.0288416,0.0264076,0.028537,0.0298559,0.0293149,0.0282129,0.0294235,0.0319574,1e-8_10000_5,83,1e-8,10000,5,0.02908407,0.00142370286853995,0.02766036713146
0.028518,0.0297999,0.0287884,0.0263388,0.0284569,0.0299493,0.0293897,0.028245,0.0294363,0.0318703,1e-8_10000_5,84,1e-8,10000,5,0.02907926,0.00142529145183245,0.0276539685481675
0.0284544,0.0297445,0.0288154,0.0263373,0.0284481,0.0299572,0.0294883,0.0282417,0.0293339,0.0319062,1e-8_10000_5,85,1e-8,10000,5,0.0290727,0.00143429905606265,0.0276384009439373
0.0284843,0.0296971,0.0287016,0.0262897,0.0283917,0.0300937,0.0295283,0.0282643,0.0293538,0.0318059,1e-8_10000_5,86,1e-8,10000,5,0.02906104,0.00143504618369352,0.0276259938163065
0.0285707,0.0297314,0.0286592,0.0261499,0.0284544,0.0300236,0.029506,0.0283519,0.0292745,0.0318556,1e-8_10000_5,87,1e-8,10000,5,0.02905772,0.00145969748220498,0.027598022517795
0.0286186,0.0297386,0.0286543,0.0261526,0.0284725,0.0300544,0.0295344,0.0283362,0.0291525,0.0317888,1e-8_10000_5,88,1e-8,10000,5,0.02905029,0.00144567521437024,0.0276046147856298
0.0286562,0.0298046,0.0286182,0.026266,0.0283975,0.0299669,0.0295217,0.0283278,0.0290647,0.0317527,1e-8_10000_5,89,1e-8,10000,5,0.02903763,0.00141324746755675,0.0276243825324433
0.0286505,0.0297332,0.0286476,0.0261582,0.0283398,0.029958,0.0294983,0.0283579,0.0289622,0.0317452,1e-8_10000_5,90,1e-8,10000,5,0.02900509,0.00143027820250312,0.0275748117974969
0.0286977,0.0296657,0.0286139,0.0261209,0.028345,0.0299969,0.029403,0.0284021,0.0288807,0.0316765,1e-8_10000_5,91,1e-8,10000,5,0.02898024,0.00141772666163514,0.0275625133383649
0.0287459,0.029655,0.0286705,0.026127,0.0282918,0.0299595,0.0294619,0.028392,0.0290029,0.0317312,1e-8_10000_5,92,1e-8,10000,5,0.02900377,0.00142676066205155,0.0275770093379485
0.0287272,0.029637,0.0286573,0.026103,0.0282896,0.0300997,0.0295593,0.0284135,0.0289832,0.0317294,1e-8_10000_5,93,1e-8,10000,5,0.02901992,0.00144556742630705,0.0275743525736929
0.0286773,0.0295956,0.0286686,0.0260578,0.0282736,0.0300596,0.0295721,0.0283469,0.0289901,0.0316768,1e-8_10000_5,94,1e-8,10000,5,0.02899184,0.00144507512238407,0.0275467648776159
0.0287235,0.0296847,0.0286085,0.026083,0.0282727,0.0300566,0.029656,0.0283591,0.0289724,0.0316847,1e-8_10000_5,95,1e-8,10000,5,0.02901012,0.00144918509499496,0.027560934905005
0.0286342,0.0296732,0.0286352,0.0260405,0.0282381,0.0300394,0.0296778,0.0282886,0.0289589,0.0317249,1e-8_10000_5,96,1e-8,10000,5,0.02899108,0.00147313149054809,0.0275179485094519
0.0285781,0.0297371,0.0286596,0.0259783,0.0282186,0.0299241,0.029727,0.0281411,0.0288713,0.0317152,1e-8_10000_5,97,1e-8,10000,5,0.02895504,0.0014932181787446,0.0274618218212554
0.0286387,0.0297045,0.028674,0.0259364,0.0281764,0.0298212,0.0297314,0.0281552,0.0289507,0.0317856,1e-8_10000_5,98,1e-8,10000,5,0.02895741,0.00150790351404414,0.0274495064859559
0.0287038,0.0296525,0.0286641,0.0259116,0.0281525,0.0297914,0.0297366,0.0281445,0.0289574,0.0317848,1e-8_10000_5,99,1e-8,10000,5,0.02894992,0.00150979799296315,0.0274401220070369
0.0287131,0.0296448,0.0286234,0.0258768,0.0281345,0.0298027,0.0297413,0.0280292,0.0289638,0.0316743,1e-8_10000_5,100,1e-8,10000,5,0.02892039,0.00150441918393778,0.0274159708160622
0.0287613,0.0296323,0.0286559,0.0258335,0.0281348,0.0297339,0.0296688,0.0279392,0.0290005,0.0316348,1e-8_10000_5,101,1e-8,10000,5,0.0288995,0.00150195602687518,0.0273975439731248
0.0287227,0.029643,0.028652,0.0258565,0.0281666,0.0297511,0.0296486,0.027936,0.0289275,0.0316517,1e-8_10000_5,102,1e-8,10000,5,0.02889557,0.00149934200979407,0.0273962279902059
0.0286879,0.0297066,0.0287066,0.0258572,0.0281654,0.029736,0.0296689,0.027967,0.0289516,0.0316403,1e-8_10000_5,103,1e-8,10000,5,0.02890875,0.00149825809099174,0.0274104919090083
0.028602,0.0296581,0.0287948,0.0258557,0.0281816,0.0296573,0.0296167,0.0279454,0.0289642,0.0316048,1e-8_10000_5,104,1e-8,10000,5,0.02888806,0.00148232213038267,0.0274057378696173
0.0285931,0.0296541,0.0287569,0.0258617,0.028121,0.0296636,0.0296055,0.0279007,0.0289865,0.0316527,1e-8_10000_5,105,1e-8,10000,5,0.02887958,0.00149746175599468,0.0273821182440053
0.0285862,0.0297175,0.0287014,0.0258113,0.0281571,0.0296566,0.0295832,0.027874,0.0289471,0.03165,1e-8_10000_5,106,1e-8,10000,5,0.02886844,0.0015108800461247,0.0273575599538753
0.0285583,0.0296889,0.028738,0.0258625,0.0282045,0.0296614,0.0296641,0.0278985,0.0290225,0.0315786,1e-8_10000_5,107,1e-8,10000,5,0.02888773,0.00148438061534844,0.0274033493846516
0.0285325,0.0296733,0.0286928,0.0258617,0.028168,0.0295414,0.0296683,0.0278385,0.0289241,0.0315387,1e-8_10000_5,108,1e-8,10000,5,0.02884393,0.00147585805629584,0.0273680719437042
0.0285622,0.0296528,0.0286186,0.025883,0.0280978,0.0294945,0.0296777,0.0277548,0.0289667,0.0315698,1e-8_10000_5,109,1e-8,10000,5,0.02882779,0.00148532395078575,0.0273424660492143
0.0284819,0.029572,0.0286188,0.0258356,0.0281562,0.0294636,0.0296411,0.0276607,0.0288735,0.0315695,1e-8_10000_5,110,1e-8,10000,5,0.02878729,0.0014926444307187,0.0272946455692813
0.0285118,0.0295661,0.0285928,0.0258695,0.0282025,0.0294031,0.0295736,0.0275919,0.0287488,0.0314502,1e-8_10000_5,111,1e-8,10000,5,0.02875103,0.00145608416427226,0.0272949458357277
0.0285078,0.0295993,0.0285326,0.0258516,0.0283112,0.0293098,0.0295824,0.0276485,0.02868,0.0314081,1e-8_10000_5,112,1e-8,10000,5,0.02874313,0.00144183501063363,0.0273012949893664
0.028473,0.0296101,0.0285707,0.0258349,0.0282954,0.0294193,0.0295557,0.02759,0.0287443,0.0314275,1e-8_10000_5,113,1e-8,10000,5,0.02875209,0.00145925508808813,0.0272928349119119
0.0284416,0.0296134,0.0286132,0.0257055,0.0283023,0.0293716,0.0295363,0.0275986,0.0287437,0.031384,1e-8_10000_5,114,1e-8,10000,5,0.02873102,0.00147548370208251,0.0272555362979175
0.0285108,0.0294922,0.0285647,0.0256998,0.0282656,0.0293667,0.0295017,0.0276956,0.0287405,0.0313818,1e-8_10000_5,115,1e-8,10000,5,0.02872194,0.00145893781620587,0.0272630021837941
0.0285359,0.0295407,0.02856,0.0257634,0.028242,0.0293359,0.0295203,0.0276412,0.0286462,0.0313776,1e-8_10000_5,116,1e-8,10000,5,0.02871632,0.00145123625368167,0.0272650837463183
0.0285532,0.029566,0.0286184,0.0258082,0.0282294,0.029443,0.0294559,0.0276374,0.0286902,0.0313095,1e-8_10000_5,117,1e-8,10000,5,0.02873112,0.00143040750666064,0.0273007124933394
0.0284935,0.0295098,0.0285881,0.0257858,0.0281583,0.0294639,0.0294468,0.0276025,0.0286622,0.0313066,1e-8_10000_5,118,1e-8,10000,5,0.02870175,0.00143907616604079,0.0272626738339592
0.0285134,0.0295404,0.0285658,0.0257374,0.0281729,0.0294588,0.0294319,0.0275871,0.0285948,0.0313464,1e-8_10000_5,119,1e-8,10000,5,0.02869489,0.00145976310364997,0.02723512689635
0.0284958,0.0295669,0.02863,0.0257317,0.0281939,0.0294736,0.0294112,0.0275363,0.0285659,0.0313976,1e-8_10000_5,120,1e-8,10000,5,0.02870029,0.00147642748886929,0.0272238625111307
0.0284255,0.029596,0.0286019,0.0256742,0.0281167,0.0294515,0.0294454,0.0275465,0.0286173,0.0313804,1e-8_10000_5,121,1e-8,10000,5,0.02868554,0.00149159581150152,0.0271939441884985
0.0284712,0.0296291,0.0286576,0.0257413,0.0281099,0.029432,0.0294656,0.0275647,0.0285831,0.0313566,1e-8_10000_5,122,1e-8,10000,5,0.02870111,0.00147201856906313,0.0272290914309369
0.0284313,0.029662,0.0287577,0.0257718,0.0280999,0.0294389,0.0294742,0.0275207,0.0285509,0.0313792,1e-8_10000_5,123,1e-8,10000,5,0.02870866,0.00147840563761551,0.0272302543623845
0.0284643,0.0295993,0.0287692,0.0257425,0.0280859,0.029351,0.0294325,0.0275748,0.0284986,0.0314156,1e-8_10000_5,124,1e-8,10000,5,0.02869337,0.00147701074700822,0.0272163592529918
0.0284443,0.0295372,0.0287659,0.0257399,0.0281306,0.0293122,0.0294463,0.0275342,0.0285366,0.03137,1e-8_10000_5,125,1e-8,10000,5,0.02868172,0.00146439739809778,0.0272173226019022
0.0284448,0.0294937,0.0288019,0.0257543,0.0281462,0.0292836,0.0294454,0.027524,0.0285016,0.0313836,1e-8_10000_5,126,1e-8,10000,5,0.02867791,0.00146077191272286,0.0272171380872771
0.0285271,0.0295652,0.0288678,0.0257483,0.028139,0.02928,0.0294991,0.0275127,0.0283894,0.031351,1e-8_10000_5,127,1e-8,10000,5,0.02868796,0.00146595975479092,0.0272220002452091
