V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,variable,generation,rate,popSize,chroms,generationMean,generationSD
0.0296732,0.029671,0.0299015,0.0301454,0.0296751,0.0294784,0.0294365,0.0303554,0.0299513,0.0297659,1e-10_100000_100,63,1e-10,100000,100,0.02980537,0.000287849644587047
0.0295649,0.0296477,0.0298839,0.0300782,0.0296017,0.0294679,0.0293885,0.0303112,0.0299115,0.0297025,1e-10_100000_100,64,1e-10,100000,100,0.0297558,0.000287822252247613
0.0295059,0.0296692,0.029813,0.0300379,0.0295856,0.0294278,0.0292997,0.0303166,0.0298845,0.0296741,1e-10_100000_100,65,1e-10,100000,100,0.02972143,0.000302453544825941
0.0294662,0.0295903,0.029747,0.0299923,0.0294905,0.0293832,0.0292499,0.0302617,0.0298794,0.0296853,1e-10_100000_100,66,1e-10,100000,100,0.02967458,0.000305983459247936
0.0294374,0.0295598,0.0296923,0.0299667,0.0294246,0.0293513,0.0292402,0.0302041,0.0298533,0.0296364,1e-10_100000_100,67,1e-10,100000,100,0.02963661,0.00030002511172678
0.0293912,0.0295152,0.0297008,0.0298331,0.029399,0.0292896,0.0291463,0.0301668,0.0298418,0.0295605,1e-10_100000_100,68,1e-10,100000,100,0.02958443,0.000304912202481669
0.0292918,0.0294211,0.0295954,0.0298005,0.0293319,0.0292421,0.0291021,0.0300947,0.0297542,0.029454,1e-10_100000_100,69,1e-10,100000,100,0.02950878,0.000302158739737907
0.0292639,0.0293828,0.0295887,0.0297238,0.0292381,0.0291845,0.0290463,0.0300526,0.029694,0.0293258,1e-10_100000_100,70,1e-10,100000,100,0.02945005,0.000307283275930642
0.0292309,0.0293133,0.0295238,0.0295918,0.0291616,0.0291462,0.0289696,0.0300068,0.0296742,0.0293184,1e-10_100000_100,71,1e-10,100000,100,0.02939366,0.000306298152495607
0.0291559,0.029305,0.0295084,0.0295107,0.0291282,0.0291023,0.0289083,0.029991,0.0296227,0.0292138,1e-10_100000_100,72,1e-10,100000,100,0.02934463,0.000316187820589106
0.0291193,0.0292793,0.0294539,0.029498,0.0290763,0.0290239,0.0288761,0.0299084,0.029607,0.0291785,1e-10_100000_100,73,1e-10,100000,100,0.02930207,0.000312881458028082
0.0290683,0.0292004,0.0293504,0.02943,0.0290001,0.0289069,0.0288508,0.0298385,0.0295963,0.0291084,1e-10_100000_100,74,1e-10,100000,100,0.02923501,0.000316498721956346
0.0289638,0.0291336,0.0292145,0.0294061,0.0289249,0.0288481,0.0287722,0.0297782,0.0295677,0.0290967,1e-10_100000_100,75,1e-10,100000,100,0.02917058,0.000326078957036823
0.028945,0.0291158,0.0291591,0.0293102,0.0288583,0.0287915,0.0287244,0.0297579,0.029514,0.0290462,1e-10_100000_100,76,1e-10,100000,100,0.02912224,0.00032809122444155
0.0289445,0.0290377,0.0291342,0.0292674,0.0288291,0.0286981,0.0286475,0.0297152,0.029457,0.0290093,1e-10_100000_100,77,1e-10,100000,100,0.029074,0.000334050418682902
0.0288775,0.0290443,0.0290199,0.0291903,0.0288464,0.0286946,0.0286561,0.0296334,0.0293793,0.0289829,1e-10_100000_100,78,1e-10,100000,100,0.02903247,0.00030249364015353
0.028831,0.0290241,0.0289557,0.029127,0.0288462,0.028647,0.0286088,0.0295096,0.0293221,0.0289556,1e-10_100000_100,79,1e-10,100000,100,0.02898271,0.000281060821610634
0.0288159,0.0289129,0.0288989,0.0291521,0.0287984,0.0286427,0.0285788,0.0295362,0.0292868,0.0289259,1e-10_100000_100,80,1e-10,100000,100,0.02895486,0.000293528235249846
0.0287677,0.0288305,0.0289054,0.02907,0.028812,0.0285237,0.0285182,0.0294907,0.0292568,0.0288567,1e-10_100000_100,81,1e-10,100000,100,0.02890317,0.000302652488838272
0.0287087,0.0287386,0.0288285,0.0289497,0.0287716,0.0285098,0.0284343,0.0294743,0.0292007,0.0287733,1e-10_100000_100,82,1e-10,100000,100,0.02883895,0.000308197253755159
0.0286431,0.028634,0.0288032,0.028944,0.0287657,0.0284931,0.0284204,0.0294287,0.0290923,0.028742,1e-10_100000_100,83,1e-10,100000,100,0.02879665,0.000297458655390403
0.0286114,0.0285378,0.028719,0.0289005,0.0286241,0.0284198,0.0283612,0.0293378,0.029118,0.0287145,1e-10_100000_100,84,1e-10,100000,100,0.02873441,0.000306170059679984
0.0285871,0.0285219,0.028653,0.0288485,0.0285814,0.0283444,0.0283463,0.0293167,0.0290229,0.0286624,1e-10_100000_100,85,1e-10,100000,100,0.02868846,0.000301664571631768
0.0285356,0.0284533,0.0286338,0.028772,0.0285094,0.0282535,0.0283232,0.0292667,0.0289409,0.0285454,1e-10_100000_100,86,1e-10,100000,100,0.02862338,0.000301754159687797
0.028471,0.0283787,0.0286065,0.02868,0.0284227,0.0281404,0.0282417,0.0292115,0.028908,0.0284368,1e-10_100000_100,87,1e-10,100000,100,0.02854973,0.000318549323060374
0.0283499,0.0282864,0.0285664,0.0286245,0.0283666,0.0281178,0.0281892,0.029146,0.028813,0.0284029,1e-10_100000_100,88,1e-10,100000,100,0.02848627,0.000311155820378722
0.0283076,0.0282588,0.0285057,0.0285823,0.0282392,0.0280419,0.0281737,0.0290912,0.0288053,0.0283044,1e-10_100000_100,89,1e-10,100000,100,0.02843101,0.000319675809566852
0.028295,0.0281858,0.0284835,0.0284983,0.0281565,0.0280131,0.0281107,0.0289984,0.0287542,0.028286,1e-10_100000_100,90,1e-10,100000,100,0.02837815,0.000308757744842134
0.028225,0.0281058,0.028416,0.0284411,0.0281125,0.0279785,0.0280818,0.0289409,0.0287512,0.0282011,1e-10_100000_100,91,1e-10,100000,100,0.02832539,0.000312783654197807
0.0282701,0.0280222,0.028328,0.0283873,0.0280289,0.027895,0.0280457,0.0289106,0.0286971,0.0281161,1e-10_100000_100,92,1e-10,100000,100,0.0282701,0.000323875957050775
0.028205,0.0279557,0.0282112,0.0283399,0.0280102,0.0278112,0.0280094,0.0288422,0.0286469,0.0280058,1e-10_100000_100,93,1e-10,100000,100,0.02820375,0.000325343620909749
0.0281701,0.0279133,0.0281737,0.0282912,0.0280044,0.0277342,0.0279032,0.0287732,0.0285957,0.0279828,1e-10_100000_100,94,1e-10,100000,100,0.02815418,0.000324334723532478
0.0281237,0.0278705,0.0281556,0.0282743,0.0280339,0.0276694,0.0278827,0.0287171,0.0284946,0.0279512,1e-10_100000_100,95,1e-10,100000,100,0.0281173,0.000312583990490733
0.0280491,0.0277828,0.0280742,0.0282535,0.0279891,0.0276084,0.0279039,0.0286808,0.0284526,0.0278391,1e-10_100000_100,96,1e-10,100000,100,0.02806335,0.000322516339810008
0.027954,0.0277477,0.0279661,0.0281502,0.0279264,0.0276437,0.0278343,0.0286066,0.028401,0.0277755,1e-10_100000_100,97,1e-10,100000,100,0.02800055,0.000303400260931551
0.0278646,0.0276874,0.0278281,0.0280975,0.0279208,0.027553,0.0278144,0.0285162,0.0283458,0.0276769,1e-10_100000_100,98,1e-10,100000,100,0.02793047,0.0003050912907093
0.0278422,0.0275818,0.0277501,0.0280621,0.0278562,0.027517,0.0276989,0.0284307,0.0283591,0.0276527,1e-10_100000_100,99,1e-10,100000,100,0.02787508,0.000314421810806934
0.02775,0.0274788,0.0277121,0.0280219,0.0278345,0.027514,0.0276185,0.028361,0.0282937,0.0275614,1e-10_100000_100,100,1e-10,100000,100,0.02781459,0.000314788452597755
0.0277497,0.0274255,0.0277302,0.0280249,0.0277756,0.027499,0.0275362,0.0282229,0.0282688,0.0274799,1e-10_100000_100,101,1e-10,100000,100,0.02777127,0.000307651845255134
0.0277028,0.0273427,0.0276793,0.0279534,0.0277016,0.0275061,0.0274415,0.0281271,0.0282534,0.0273639,1e-10_100000_100,102,1e-10,100000,100,0.02770718,0.000315849270662096
0.02766,0.02718,0.0276142,0.0278723,0.0276578,0.0274512,0.0273777,0.0280462,0.0281861,0.0273524,1e-10_100000_100,103,1e-10,100000,100,0.02763979,0.000319257727479783
0.0275689,0.0271398,0.0275842,0.0278075,0.0275831,0.0273507,0.0273091,0.0280211,0.0281592,0.0272785,1e-10_100000_100,104,1e-10,100000,100,0.02758021,0.000332096322874353
0.0275119,0.0270681,0.0275169,0.0277384,0.0275518,0.02735,0.0272576,0.0279757,0.0280729,0.0271909,1e-10_100000_100,105,1e-10,100000,100,0.02752342,0.000328684775701245
0.0274765,0.0271095,0.0275052,0.02767,0.0274337,0.0273397,0.027143,0.0278821,0.028093,0.0271771,1e-10_100000_100,106,1e-10,100000,100,0.02748298,0.000322925401774328
0.0274641,0.0270332,0.0274509,0.0276099,0.0273488,0.0272549,0.027044,0.0278726,0.0280588,0.0271276,1e-10_100000_100,107,1e-10,100000,100,0.02742648,0.000343231275446228
0.0273802,0.0270252,0.0273653,0.0275979,0.0273405,0.027185,0.0270315,0.0277945,0.0280204,0.0270823,1e-10_100000_100,108,1e-10,100000,100,0.02738228,0.000334184379580428
0.0272533,0.0269254,0.0273017,0.0275797,0.02726,0.0271209,0.0269731,0.027755,0.0280628,0.0270509,1e-10_100000_100,109,1e-10,100000,100,0.02732828,0.000365790394746621
0.0271378,0.0267531,0.0272127,0.0275185,0.02716,0.0269921,0.0269451,0.0277148,0.0280301,0.0270322,1e-10_100000_100,110,1e-10,100000,100,0.02724964,0.000390525145583909
0.0271249,0.0267319,0.0271989,0.0274596,0.0271267,0.0269155,0.0268605,0.0276453,0.0279773,0.0269608,1e-10_100000_100,111,1e-10,100000,100,0.02720014,0.000387789777528439
0.0270698,0.0266633,0.0271553,0.0274374,0.0270459,0.0268845,0.0267664,0.0275863,0.0279263,0.026937,1e-10_100000_100,112,1e-10,100000,100,0.02714722,0.000393376112927847
0.0270303,0.0265855,0.0271366,0.0274537,0.0269584,0.0268475,0.0267412,0.0275021,0.0278908,0.0269215,1e-10_100000_100,113,1e-10,100000,100,0.02710676,0.000398191768986865
0.0269731,0.0265032,0.0271839,0.027369,0.026882,0.0267879,0.0266826,0.0274606,0.0278363,0.0268394,1e-10_100000_100,114,1e-10,100000,100,0.0270518,0.000406567916972197
0.0269243,0.0264463,0.0271917,0.027286,0.0268857,0.0267538,0.0266021,0.0273648,0.0277965,0.0267834,1e-10_100000_100,115,1e-10,100000,100,0.02700346,0.000405126803743113
0.0268309,0.0263369,0.0271133,0.0272414,0.0268728,0.0267059,0.0265776,0.0273004,0.0277553,0.0267295,1e-10_100000_100,116,1e-10,100000,100,0.0269464,0.000411725715063371
0.0267515,0.0262906,0.0270245,0.0271424,0.0268699,0.0265781,0.0265667,0.0273116,0.0276223,0.0266338,1e-10_100000_100,117,1e-10,100000,100,0.02687914,0.000400129982214113
0.026751,0.0262575,0.0269314,0.0270362,0.0267854,0.0264986,0.0264818,0.0272902,0.0275427,0.0265913,1e-10_100000_100,118,1e-10,100000,100,0.02681661,0.00039366738766516
0.0267148,0.0261523,0.0268927,0.0270272,0.0267506,0.0264683,0.0264473,0.0272224,0.0274416,0.0264983,1e-10_100000_100,119,1e-10,100000,100,0.02676155,0.000393016989313298
0.026689,0.0260724,0.0268047,0.0269371,0.0267236,0.0264121,0.0263634,0.0271903,0.0274198,0.0264193,1e-10_100000_100,120,1e-10,100000,100,0.02670317,0.000407583981939101
0.026694,0.0259968,0.0267321,0.026913,0.0266855,0.0263502,0.0262975,0.0271465,0.0273707,0.0263406,1e-10_100000_100,121,1e-10,100000,100,0.02665269,0.000419190877895871
0.0265807,0.0259439,0.0266238,0.0268117,0.0266265,0.0263127,0.0262399,0.0270567,0.0273687,0.0263766,1e-10_100000_100,122,1e-10,100000,100,0.02659412,0.000413410607830359
0.0265408,0.0258447,0.0265845,0.0267552,0.0266456,0.0262543,0.0261774,0.0270062,0.0273261,0.0262887,1e-10_100000_100,123,1e-10,100000,100,0.02654235,0.000428742443406035
0.026417,0.025809,0.0265408,0.0266943,0.0265822,0.0262256,0.0261373,0.0269797,0.0272216,0.0261795,1e-10_100000_100,124,1e-10,100000,100,0.0264787,0.000419840263274816
0.0263449,0.0257786,0.0264391,0.0266011,0.0265537,0.0261177,0.0261277,0.0269363,0.0271855,0.026142,1e-10_100000_100,125,1e-10,100000,100,0.02642266,0.000418285580807074
0.0263359,0.02575,0.0263215,0.026589,0.0265136,0.0260546,0.0261222,0.0268631,0.0271304,0.0261016,1e-10_100000_100,126,1e-10,100000,100,0.02637819,0.000409620771635858
0.0262786,0.0257022,0.0262869,0.0265852,0.0265231,0.0259632,0.0260934,0.0268193,0.0270773,0.0260202,1e-10_100000_100,127,1e-10,100000,100,0.02633494,0.000419678798341991
0.0262389,0.0256813,0.0262511,0.0264989,0.0264764,0.0259352,0.0260854,0.0267054,0.0269572,0.0260864,1e-10_100000_100,128,1e-10,100000,100,0.02629162,0.000377110092383879
0.0261875,0.0256375,0.0262394,0.0264858,0.026389,0.0258273,0.0260563,0.0266571,0.0268762,0.0260749,1e-10_100000_100,129,1e-10,100000,100,0.0262431,0.000373918178809809
0.0261473,0.0255767,0.0262137,0.0265131,0.0263652,0.0258062,0.0260008,0.026586,0.0267868,0.0259952,1e-10_100000_100,130,1e-10,100000,100,0.0261991,0.000372202868816933
0.0261167,0.0255802,0.0261008,0.0264779,0.0263229,0.0257423,0.0259125,0.026517,0.0266798,0.0259416,1e-10_100000_100,131,1e-10,100000,100,0.02613917,0.000356818447611044
0.0261112,0.0255039,0.0260053,0.0264522,0.0262653,0.0257269,0.0259078,0.026477,0.0266534,0.0259275,1e-10_100000_100,132,1e-10,100000,100,0.02610305,0.000360552955734506
0.0260553,0.0254661,0.0259463,0.0263277,0.0262694,0.0256245,0.0257883,0.026464,0.0264777,0.0259532,1e-10_100000_100,133,1e-10,100000,100,0.02603725,0.000347783407213935
0.0260344,0.0253866,0.0258758,0.0262561,0.0261929,0.0256203,0.0256819,0.0264092,0.0264541,0.0259119,1e-10_100000_100,134,1e-10,100000,100,0.02598232,0.000352658650822577
0.0259647,0.0253491,0.0258028,0.0262474,0.0261804,0.0255966,0.025652,0.0263668,0.0264191,0.0259108,1e-10_100000_100,135,1e-10,100000,100,0.02594897,0.000354885631185911
0.0259415,0.0252982,0.0258302,0.0261743,0.0260899,0.0255341,0.0256414,0.0262991,0.0264298,0.0258276,1e-10_100000_100,136,1e-10,100000,100,0.02590661,0.00035364616481575
0.0258929,0.0252543,0.0257488,0.0261398,0.026083,0.0255656,0.0255937,0.0263137,0.0263729,0.0258402,1e-10_100000_100,137,1e-10,100000,100,0.02588049,0.000354499360444494
0.025858,0.025215,0.0257077,0.0261029,0.0260289,0.0254872,0.0255437,0.0262772,0.0262868,0.025795,1e-10_100000_100,138,1e-10,100000,100,0.02583024,0.000352350826434235
0.0258049,0.0251727,0.0256609,0.0260452,0.0260211,0.0254466,0.0254484,0.0261528,0.0261987,0.0257533,1e-10_100000_100,139,1e-10,100000,100,0.02577046,0.000341123109741923
0.0257553,0.0251363,0.0256413,0.0259687,0.0259546,0.0253921,0.0254246,0.026079,0.0261449,0.0256543,1e-10_100000_100,140,1e-10,100000,100,0.02571511,0.000328855298979151
0.025707,0.025124,0.0255509,0.0258869,0.025975,0.0252958,0.0254103,0.0260369,0.0260605,0.0256545,1e-10_100000_100,141,1e-10,100000,100,0.02567018,0.000324646121184283
0.0256316,0.0250759,0.0254243,0.0258717,0.0258995,0.0252319,0.0253404,0.025983,0.0260166,0.0256231,1e-10_100000_100,142,1e-10,100000,100,0.0256098,0.000332127575890149
0.025568,0.0250236,0.0253267,0.0257617,0.0258164,0.025196,0.0252977,0.0259523,0.0260094,0.0256217,1e-10_100000_100,143,1e-10,100000,100,0.02555735,0.000334918780369875
0.0255593,0.024986,0.0252259,0.0257174,0.0258298,0.0251882,0.0252083,0.0259035,0.0260112,0.0256004,1e-10_100000_100,144,1e-10,100000,100,0.025523,0.000351205871882069
0.0255417,0.0248694,0.0251182,0.0257105,0.025776,0.0251751,0.0251781,0.0258134,0.0260088,0.0255357,1e-10_100000_100,145,1e-10,100000,100,0.02547269,0.000369044635812827
0.0255303,0.0248545,0.0250818,0.0257084,0.0256905,0.0251178,0.0251079,0.0257593,0.0259818,0.0255077,1e-10_100000_100,146,1e-10,100000,100,0.025434,0.000369366824594617
0.0254556,0.0247459,0.0250433,0.0256432,0.0256477,0.0250669,0.0250757,0.0257364,0.0259873,0.0255298,1e-10_100000_100,147,1e-10,100000,100,0.02539318,0.000390052682481625
0.0254145,0.0247116,0.0249978,0.0255992,0.0255452,0.0250196,0.0250447,0.0256954,0.0259967,0.0255396,1e-10_100000_100,148,1e-10,100000,100,0.02535643,0.000396006781788169
0.025323,0.0246932,0.0249585,0.0255527,0.0254897,0.0249402,0.0249696,0.0256876,0.0259571,0.0254794,1e-10_100000_100,149,1e-10,100000,100,0.0253051,0.000399688698308516
0.02525,0.0245872,0.0249691,0.0254707,0.0254254,0.0248414,0.0248891,0.0255517,0.0258612,0.0254673,1e-10_100000_100,150,1e-10,100000,100,0.02523131,0.000394855744263367
0.0251999,0.0245363,0.0249754,0.025442,0.0254081,0.0248178,0.0248126,0.0254701,0.0258313,0.0254451,1e-10_100000_100,151,1e-10,100000,100,0.02519386,0.000397234717068441
0.0252182,0.0244689,0.0249237,0.025371,0.0253592,0.024809,0.0247537,0.0254515,0.0257885,0.0253814,1e-10_100000_100,152,1e-10,100000,100,0.02515251,0.00039968986991305
0.0252358,0.0244088,0.0248789,0.0253107,0.0252763,0.0247554,0.0247467,0.0253907,0.0257149,0.0253254,1e-10_100000_100,153,1e-10,100000,100,0.02510436,0.000391202431826115
0.0251399,0.024407,0.0249011,0.0252923,0.0252902,0.0247322,0.024667,0.0254112,0.0256523,0.0252448,1e-10_100000_100,154,1e-10,100000,100,0.0250738,0.000384896343910351
0.0251391,0.0243313,0.0248196,0.0252163,0.0253127,0.0247222,0.0246322,0.0253422,0.0255795,0.0251949,1e-10_100000_100,155,1e-10,100000,100,0.025029,0.000385654770775913
0.0251228,0.0242742,0.0248326,0.0251954,0.0253087,0.0246389,0.0246044,0.0252857,0.025519,0.0251609,1e-10_100000_100,156,1e-10,100000,100,0.02499426,0.0003897010940024
0.0250806,0.0241855,0.0248256,0.0251348,0.0252624,0.0246298,0.0245635,0.0252502,0.0254551,0.0251502,1e-10_100000_100,157,1e-10,100000,100,0.02495377,0.000392404414546468
0.025088,0.0241398,0.0247571,0.0250939,0.0252157,0.0245826,0.0245729,0.0251971,0.0254661,0.0251264,1e-10_100000_100,158,1e-10,100000,100,0.02492396,0.000399015884395596
0.0250369,0.0241093,0.0247325,0.0251167,0.0251729,0.0244844,0.0245681,0.0251312,0.0253883,0.025082,1e-10_100000_100,159,1e-10,100000,100,0.02488223,0.000394148198439791
0.0249798,0.0240751,0.0247125,0.025085,0.0251413,0.0244241,0.0245306,0.0250459,0.0253738,0.0250108,1e-10_100000_100,160,1e-10,100000,100,0.02483789,0.000393960732532797
0.0249056,0.0240274,0.0246513,0.0250711,0.0251447,0.0243697,0.0245125,0.0249793,0.0253135,0.0249937,1e-10_100000_100,161,1e-10,100000,100,0.02479688,0.000397709348924842
0.0248671,0.023954,0.0246183,0.0249578,0.025072,0.0243312,0.0244943,0.0248676,0.0252998,0.0249314,1e-10_100000_100,162,1e-10,100000,100,0.02473935,0.000394432870643972
0.0248368,0.0238965,0.0246259,0.0248607,0.0250137,0.0242578,0.0244339,0.0248431,0.0253013,0.0248936,1e-10_100000_100,163,1e-10,100000,100,0.02469633,0.000405488059969436
0.024816,0.0238009,0.0246238,0.0248283,0.0248917,0.0242023,0.0244315,0.0247734,0.0251998,0.0248294,1e-10_100000_100,164,1e-10,100000,100,0.02463971,0.000399476558761588
0.0247038,0.0237386,0.0245741,0.0247787,0.0248382,0.0241686,0.0243954,0.0247178,0.0251504,0.0247794,1e-10_100000_100,165,1e-10,100000,100,0.0245845,0.000396749868024903
0.0246852,0.0237224,0.0245845,0.0247478,0.0247463,0.0241436,0.0243461,0.0246756,0.0250981,0.0246834,1e-10_100000_100,166,1e-10,100000,100,0.0245433,0.000383307445502664
0.0246266,0.0237013,0.0245282,0.0246808,0.0246669,0.0241044,0.0242922,0.0246248,0.0250512,0.0246137,1e-10_100000_100,167,1e-10,100000,100,0.02448901,0.00037209397095656
0.0245664,0.0236879,0.0245257,0.0246322,0.0246493,0.0241064,0.0242676,0.0245655,0.0250534,0.0245389,1e-10_100000_100,168,1e-10,100000,100,0.02445933,0.000366483051146676
0.0245015,0.0237157,0.0244236,0.0245928,0.0246228,0.0240184,0.0242453,0.0244933,0.0250089,0.0244697,1e-10_100000_100,169,1e-10,100000,100,0.0244092,0.000352603620703664
0.0244253,0.0236235,0.0243562,0.0245839,0.0245795,0.0239397,0.0242063,0.0244046,0.0249861,0.0244492,1e-10_100000_100,170,1e-10,100000,100,0.02435543,0.000372235913993622
0.0243639,0.0235609,0.0242676,0.0245518,0.0245154,0.0238281,0.0241806,0.0243694,0.0249403,0.0243816,1e-10_100000_100,171,1e-10,100000,100,0.02429596,0.000382890170501498
0.0243077,0.0235795,0.0242112,0.0244828,0.0244731,0.0237948,0.024089,0.0243536,0.0248818,0.0243327,1e-10_100000_100,172,1e-10,100000,100,0.02425062,0.000366400223799058
0.0242338,0.0235206,0.0241752,0.0244843,0.024363,0.023749,0.0240098,0.0243235,0.0248815,0.0243532,1e-10_100000_100,173,1e-10,100000,100,0.02420939,0.000381895475664917
0.0242556,0.0234389,0.0241327,0.0244307,0.0243182,0.0236701,0.0238917,0.0242445,0.0248098,0.024342,1e-10_100000_100,174,1e-10,100000,100,0.02415342,0.000394719846642316
0.0242092,0.0233544,0.0241154,0.0244241,0.0242999,0.02369,0.0238059,0.0242028,0.0248077,0.0243257,1e-10_100000_100,175,1e-10,100000,100,0.02412351,0.000411568437538373
0.0241328,0.0232815,0.024106,0.0243567,0.0242835,0.0237294,0.0238022,0.0241076,0.0247344,0.0242641,1e-10_100000_100,176,1e-10,100000,100,0.02407982,0.000397496056723977
0.024084,0.0232687,0.024025,0.0242859,0.0242304,0.0237261,0.0237661,0.0240527,0.0247029,0.0242449,1e-10_100000_100,177,1e-10,100000,100,0.02403867,0.000387140815753418
0.0239655,0.0232198,0.0239784,0.0242811,0.0241071,0.0237159,0.0237373,0.0240297,0.0246654,0.0241308,1e-10_100000_100,178,1e-10,100000,100,0.0239831,0.000381294922307888
0.0239384,0.0231698,0.0239167,0.0242443,0.0240869,0.0236288,0.0237145,0.0239945,0.0245714,0.024021,1e-10_100000_100,179,1e-10,100000,100,0.02392863,0.000374541456094427
0.0238794,0.0231463,0.0238772,0.0241646,0.0240819,0.0235581,0.0236281,0.0239443,0.0245465,0.0239918,1e-10_100000_100,180,1e-10,100000,100,0.02388182,0.000378297463204112
0.023809,0.0231185,0.0237402,0.0241297,0.0240761,0.0235484,0.023612,0.0238866,0.0243907,0.0238859,1e-10_100000_100,181,1e-10,100000,100,0.02381971,0.000351441344718828
0.0237621,0.0231402,0.0236941,0.0240986,0.0240639,0.0234681,0.0235293,0.0238426,0.0243818,0.023888,1e-10_100000_100,182,1e-10,100000,100,0.02378687,0.00035536437653641
0.0237651,0.0231213,0.0236869,0.0241098,0.0240394,0.0233841,0.0234388,0.023804,0.0243771,0.0238717,1e-10_100000_100,183,1e-10,100000,100,0.02375982,0.000373188504050641
0.0237055,0.0230714,0.0235927,0.0240443,0.0239541,0.0233818,0.0233887,0.0238095,0.0243182,0.023913,1e-10_100000_100,184,1e-10,100000,100,0.02371792,0.000368822293252456
0.0236575,0.0230469,0.0235667,0.0240056,0.0239163,0.0232923,0.0233584,0.02376,0.0242842,0.0238688,1e-10_100000_100,185,1e-10,100000,100,0.02367567,0.000370684837833975
0.0235859,0.0229749,0.0235319,0.0239553,0.0238969,0.0233009,0.023349,0.0236901,0.0242058,0.0238157,1e-10_100000_100,186,1e-10,100000,100,0.02363064,0.000361276438325126
0.0235536,0.0229317,0.0234908,0.0239374,0.0238336,0.0232404,0.0233131,0.0236552,0.0241106,0.0237446,1e-10_100000_100,187,1e-10,100000,100,0.0235811,0.000353054990995265
0.0234635,0.0228948,0.0235009,0.0238899,0.0237476,0.0231999,0.0233255,0.0237093,0.0240671,0.0236901,1e-10_100000_100,188,1e-10,100000,100,0.02354886,0.000346267726220943
0.0234685,0.022803,0.0234278,0.02386,0.0237078,0.0231061,0.0233272,0.0236428,0.0240512,0.0236273,1e-10_100000_100,189,1e-10,100000,100,0.02350217,0.000363651765811439
0.0234292,0.0227431,0.0234448,0.0238268,0.0236661,0.0230331,0.0232714,0.0236097,0.024015,0.0236317,1e-10_100000_100,190,1e-10,100000,100,0.02346709,0.000375554643013356
0.0233377,0.0227434,0.0233457,0.0238099,0.0236241,0.0229707,0.0232007,0.0235445,0.0239913,0.0235213,1e-10_100000_100,191,1e-10,100000,100,0.02340893,0.000374854537861762
0.0233083,0.0226768,0.0232743,0.0237866,0.0235591,0.0228882,0.0232023,0.0235263,0.0239889,0.0234953,1e-10_100000_100,192,1e-10,100000,100,0.02337061,0.000392460017638032
0.0232529,0.0226599,0.0232257,0.0237537,0.0234899,0.022799,0.0231888,0.0234772,0.0239817,0.0235216,1e-10_100000_100,193,1e-10,100000,100,0.02333504,0.00040217220247606
0.0232235,0.0226294,0.023155,0.0236756,0.0234612,0.0227532,0.0231278,0.0234501,0.0239033,0.0234987,1e-10_100000_100,194,1e-10,100000,100,0.02328778,0.000393950757780151
0.0231857,0.0225689,0.0230697,0.0236656,0.0233942,0.0227148,0.023004,0.0233597,0.0238539,0.0234881,1e-10_100000_100,195,1e-10,100000,100,0.02323046,0.000404229668491674
0.023135,0.0225224,0.0230272,0.0236146,0.0233874,0.0227006,0.0229221,0.023346,0.0237847,0.0234349,1e-10_100000_100,196,1e-10,100000,100,0.02318749,0.000400509451823549
0.0230682,0.0225134,0.0229652,0.0236289,0.0233632,0.022681,0.0228867,0.0232954,0.0237245,0.0234058,1e-10_100000_100,197,1e-10,100000,100,0.02315323,0.000398149874209868
0.0229967,0.0224397,0.0229715,0.0235672,0.0233681,0.0226237,0.0228435,0.0232489,0.0237198,0.0233062,1e-10_100000_100,198,1e-10,100000,100,0.02310853,0.000407444706678096
0.0229599,0.0223811,0.0229265,0.0235616,0.0233345,0.0226323,0.0228284,0.0232102,0.0236299,0.0232405,1e-10_100000_100,199,1e-10,100000,100,0.02307049,0.000398760862478308
0.0229076,0.022288,0.0229071,0.0234823,0.0232399,0.02257,0.0228127,0.0231059,0.0235724,0.023188,1e-10_100000_100,200,1e-10,100000,100,0.02300739,0.000395518395273849
0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,1e-10_100000_5,1,1e-10,100000,5,0.05,0
0.0406941,0.0410665,0.0412368,0.0408913,0.0405544,0.0412912,0.0400761,0.0402981,0.0410409,0.0406193,1e-10_100000_5,2,1e-10,100000,5,0.04077687,0.000400587615745779
0.0363218,0.0360214,0.0366437,0.0361852,0.0361099,0.0368233,0.0353447,0.0358252,0.0364323,0.0356565,1e-10_100000_5,3,1e-10,100000,5,0.0361364,0.000449859471884771
0.0337021,0.033134,0.0339467,0.0336801,0.0335019,0.0345168,0.0326069,0.033497,0.0335048,0.0330114,1e-10_100000_5,4,1e-10,100000,5,0.03351017,0.000524512311157284
0.031428,0.0314796,0.0321554,0.0314151,0.0316093,0.0321378,0.0302511,0.0315093,0.0317732,0.0311187,1e-10_100000_5,5,1e-10,100000,5,0.03148775,0.000541546926765252
0.0296406,0.0301064,0.0307869,0.029942,0.03034,0.0305882,0.0290935,0.0301694,0.0301817,0.0294376,1e-10_100000_5,6,1e-10,100000,5,0.03002863,0.000518137118381267
0.0284267,0.0289164,0.0294761,0.0288509,0.0290192,0.0292231,0.0279205,0.0289812,0.0290777,0.0283645,1e-10_100000_5,7,1e-10,100000,5,0.02882563,0.000460220765985678
