V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,variable,generation,rate,popSize,chroms,generationMean,generationSD
0.0282492,0.0268404,0.0259586,0.0264265,0.0259773,0.0269655,0.0261778,0.0229404,0.0279319,0.0236597,1e-11_10000_100,140,1e-11,10000,100,0.02611273,0.00167850531131454
0.028178,0.0268396,0.0259473,0.0263724,0.0258314,0.0267881,0.0262144,0.0229586,0.0279039,0.0234997,1e-11_10000_100,141,1e-11,10000,100,0.02605334,0.00167940346035926
0.0280384,0.0267952,0.0258461,0.02627,0.0257093,0.0266482,0.0260773,0.0229319,0.0279867,0.0234874,1e-11_10000_100,142,1e-11,10000,100,0.02597905,0.00166878638753503
0.0280437,0.026678,0.0258825,0.0264827,0.025608,0.0266322,0.0262464,0.0229827,0.0281091,0.0233739,1e-11_10000_100,143,1e-11,10000,100,0.02600392,0.00169790402411653
0.0280956,0.0266275,0.0258813,0.0263974,0.0256268,0.0264709,0.0262872,0.0230601,0.0281081,0.0233245,1e-11_10000_100,144,1e-11,10000,100,0.02598794,0.00168802199775029
0.0278482,0.0266083,0.0256985,0.0264114,0.0255143,0.0266813,0.026277,0.0231163,0.0283117,0.0233094,1e-11_10000_100,145,1e-11,10000,100,0.02597764,0.0016903924187399
0.0276567,0.0265577,0.0256302,0.0263469,0.0252495,0.0266233,0.0264285,0.0230964,0.0282259,0.0232015,1e-11_10000_100,146,1e-11,10000,100,0.02590166,0.0016855121109028
0.0274383,0.0264556,0.0256572,0.0263696,0.0251539,0.0267059,0.0261295,0.0230225,0.0281399,0.0231035,1e-11_10000_100,147,1e-11,10000,100,0.02581759,0.00167541042895299
0.0272009,0.0261147,0.025491,0.0262797,0.0251208,0.026582,0.0261844,0.0228629,0.0281247,0.0230933,1e-11_10000_100,148,1e-11,10000,100,0.02570544,0.00166250632226033
0.0273504,0.0259825,0.0254439,0.0259235,0.0249809,0.0263862,0.026329,0.0227671,0.0279019,0.0231284,1e-11_10000_100,149,1e-11,10000,100,0.02561938,0.00164320752919405
0.027261,0.0261313,0.0252587,0.0259649,0.0249671,0.0262646,0.0264151,0.0229108,0.0277148,0.0231851,1e-11_10000_100,150,1e-11,10000,100,0.02560734,0.00157525521403147
0.0273095,0.0261133,0.0252235,0.0257877,0.0249608,0.0264131,0.0264139,0.0228884,0.0275194,0.0232444,1e-11_10000_100,151,1e-11,10000,100,0.0255874,0.0015520283080179
0.0272111,0.025948,0.0253738,0.0257425,0.0249041,0.0261709,0.0265095,0.022903,0.0273722,0.0231062,1e-11_10000_100,152,1e-11,10000,100,0.02552413,0.00152758311215971
0.0271111,0.0259311,0.0252064,0.0258289,0.0246425,0.0260669,0.0263101,0.0229508,0.027407,0.0232013,1e-11_10000_100,153,1e-11,10000,100,0.02546561,0.00149428820174988
0.0270023,0.0256968,0.0253403,0.0258297,0.024642,0.0259574,0.0261657,0.0230109,0.0275281,0.0229879,1e-11_10000_100,154,1e-11,10000,100,0.02541611,0.00150434394962647
0.0270444,0.0255091,0.0251189,0.0258558,0.0246595,0.0257276,0.0261643,0.0230815,0.0274011,0.0229638,1e-11_10000_100,155,1e-11,10000,100,0.0253526,0.00147328008274809
0.0270914,0.025537,0.0250477,0.0258484,0.0244596,0.0256891,0.026163,0.0231374,0.0272182,0.0226638,1e-11_10000_100,156,1e-11,10000,100,0.02528556,0.00151055236710873
0.0271502,0.0255038,0.0249659,0.0256616,0.0242499,0.0256038,0.0262548,0.0229353,0.0272286,0.0225848,1e-11_10000_100,157,1e-11,10000,100,0.02521387,0.00157843912566955
0.027307,0.0254813,0.0249538,0.0255006,0.0242193,0.0255536,0.0260458,0.0229447,0.0270804,0.0224644,1e-11_10000_100,158,1e-11,10000,100,0.02515509,0.00158315287073331
0.0272214,0.0253477,0.0249258,0.0252963,0.0243392,0.0255649,0.0259483,0.0228138,0.0268586,0.0224214,1e-11_10000_100,159,1e-11,10000,100,0.02507374,0.00155035911983142
0.0273173,0.0254749,0.0247333,0.0253254,0.0243857,0.025378,0.0259522,0.0230603,0.0271037,0.0225408,1e-11_10000_100,160,1e-11,10000,100,0.02512716,0.00153743344730394
0.0272591,0.025291,0.0247133,0.0252847,0.0242935,0.0255163,0.0257828,0.0229911,0.0271561,0.022596,1e-11_10000_100,161,1e-11,10000,100,0.02508839,0.00153171955182548
0.0272518,0.0251875,0.0245878,0.0251724,0.0244096,0.0254467,0.0255867,0.0230351,0.0270699,0.022604,1e-11_10000_100,162,1e-11,10000,100,0.02503515,0.00149337421168008
0.027114,0.0250441,0.0245639,0.025315,0.0243285,0.0252824,0.0256776,0.0228682,0.0269866,0.0224256,1e-11_10000_100,163,1e-11,10000,100,0.02496059,0.00152218072620245
0.0271641,0.0250482,0.0243654,0.0251348,0.0242198,0.0254976,0.0255751,0.0228903,0.0269268,0.0224851,1e-11_10000_100,164,1e-11,10000,100,0.02493072,0.00151780965048688
0.0270694,0.024917,0.0242592,0.0250164,0.0241813,0.0255837,0.025386,0.0228982,0.0271251,0.0225729,1e-11_10000_100,165,1e-11,10000,100,0.02490092,0.00151747559145664
0.0270716,0.0248788,0.0242407,0.0249109,0.0240549,0.0257451,0.0254317,0.0229637,0.0270685,0.0224954,1e-11_10000_100,166,1e-11,10000,100,0.02488613,0.00153094058020261
0.0269585,0.0249631,0.0243239,0.0248134,0.0239913,0.0257753,0.025262,0.0228834,0.0269894,0.0224976,1e-11_10000_100,167,1e-11,10000,100,0.02484579,0.00150842562697374
0.0270633,0.0249022,0.0242692,0.0246378,0.0239252,0.0256025,0.0250432,0.0228817,0.0270236,0.0223793,1e-11_10000_100,168,1e-11,10000,100,0.0247728,0.00154150426820327
0.0271217,0.0250144,0.0242536,0.0244634,0.0239566,0.0256567,0.0249379,0.0229319,0.0269358,0.0224195,1e-11_10000_100,169,1e-11,10000,100,0.02476915,0.00152829199889579
0.0271018,0.0248262,0.0238923,0.0244672,0.0238187,0.0256531,0.0247525,0.0229857,0.0269959,0.0224094,1e-11_10000_100,170,1e-11,10000,100,0.02469028,0.00155044349339865
0.0269892,0.0248576,0.0238035,0.0243052,0.023548,0.0254483,0.0249077,0.0231495,0.0267948,0.0223784,1e-11_10000_100,171,1e-11,10000,100,0.02461822,0.00150074922162972
0.0268325,0.0249516,0.0237731,0.024278,0.0234486,0.0254681,0.0247915,0.0230611,0.0267444,0.0224224,1e-11_10000_100,172,1e-11,10000,100,0.02457713,0.00148003356572298
0.0267419,0.0250294,0.0236168,0.0242354,0.0235148,0.0255525,0.0247374,0.0230844,0.0266436,0.0225106,1e-11_10000_100,173,1e-11,10000,100,0.02456668,0.00144542819015297
0.0268209,0.0250225,0.0237659,0.0240956,0.0236966,0.0255611,0.0245763,0.0228958,0.0266055,0.022614,1e-11_10000_100,174,1e-11,10000,100,0.02456542,0.00143990809182006
0.0267331,0.025094,0.023673,0.0241025,0.0237057,0.0254252,0.0244277,0.0230966,0.0264925,0.0224931,1e-11_10000_100,175,1e-11,10000,100,0.02452434,0.00139979969773456
0.0267081,0.0249384,0.0236107,0.0239431,0.0235535,0.0254932,0.0242723,0.0229192,0.0265543,0.0224323,1e-11_10000_100,176,1e-11,10000,100,0.02444251,0.00145542882069551
0.0265984,0.0248194,0.0236726,0.024005,0.0235389,0.0254288,0.024082,0.0227505,0.0264771,0.0223874,1e-11_10000_100,177,1e-11,10000,100,0.02437601,0.00144048755438335
0.0265446,0.0249833,0.0236107,0.0239932,0.0233973,0.0254854,0.024027,0.0228032,0.0263351,0.0225904,1e-11_10000_100,178,1e-11,10000,100,0.02437702,0.00139898422816938
0.0264849,0.0249281,0.0235926,0.0238706,0.0233039,0.0256375,0.0240235,0.0227231,0.0264928,0.0225132,1e-11_10000_100,179,1e-11,10000,100,0.02435702,0.00145929196439004
0.0264018,0.0249077,0.0236043,0.023789,0.0230615,0.0256637,0.0239997,0.0227041,0.0265123,0.0223164,1e-11_10000_100,180,1e-11,10000,100,0.02429605,0.00150522804049383
0.0263235,0.0248733,0.023683,0.0238666,0.0231702,0.0257083,0.0239585,0.0226107,0.0263683,0.0222538,1e-11_10000_100,181,1e-11,10000,100,0.02428162,0.00147886159129995
0.026342,0.0248216,0.0235661,0.0238016,0.0231904,0.0256115,0.0238899,0.0225895,0.0262809,0.0219977,1e-11_10000_100,182,1e-11,10000,100,0.02420912,0.00150613697753926
0.0264415,0.0249746,0.0237403,0.0237995,0.0232095,0.0254761,0.0238129,0.0226531,0.0259957,0.0217808,1e-11_10000_100,183,1e-11,10000,100,0.0241884,0.00149903823833817
0.0264778,0.0249018,0.023544,0.0238667,0.0230967,0.0253131,0.0239186,0.0227821,0.0258655,0.0217374,1e-11_10000_100,184,1e-11,10000,100,0.02415037,0.00147504679703542
0.0264377,0.0248943,0.0235589,0.0237347,0.0231007,0.0255389,0.0237001,0.0227137,0.0257969,0.02167,1e-11_10000_100,185,1e-11,10000,100,0.02411459,0.00150757382015682
0.0263784,0.0248954,0.0236041,0.0238087,0.0228423,0.0255067,0.0235309,0.0225121,0.025711,0.0218052,1e-11_10000_100,186,1e-11,10000,100,0.02405948,0.00150574695218021
0.0264442,0.0249312,0.0234392,0.0235932,0.0229002,0.0253896,0.023419,0.0224779,0.0257588,0.0216279,1e-11_10000_100,187,1e-11,10000,100,0.02399812,0.00155764523403473
0.0264367,0.0248116,0.0234532,0.0235357,0.0230397,0.0251479,0.0233616,0.022555,0.0256155,0.0215699,1e-11_10000_100,188,1e-11,10000,100,0.02395268,0.00150329381603642
0.026585,0.0250662,0.0232781,0.0233837,0.0229185,0.0251527,0.0232167,0.0225648,0.0254768,0.0216905,1e-11_10000_100,189,1e-11,10000,100,0.0239333,0.00154063225837821
0.0265374,0.024906,0.0232512,0.0232991,0.0229198,0.0251437,0.0231796,0.0227359,0.025575,0.0217238,1e-11_10000_100,190,1e-11,10000,100,0.02392715,0.00151531895890675
0.0264487,0.0248996,0.0230902,0.0233223,0.0230347,0.0251735,0.0231152,0.0225807,0.0256424,0.0216179,1e-11_10000_100,191,1e-11,10000,100,0.02389252,0.00154398379798638
0.0264306,0.0248991,0.0230945,0.0235517,0.0229461,0.025236,0.0228599,0.0224418,0.0256946,0.0216374,1e-11_10000_100,192,1e-11,10000,100,0.02387917,0.0015780038656832
0.0262941,0.0246948,0.0230189,0.0236124,0.0228051,0.0252766,0.0228205,0.0224983,0.0255039,0.0215355,1e-11_10000_100,193,1e-11,10000,100,0.02380601,0.00154637223451104
0.0262404,0.0244905,0.0228765,0.0235702,0.0229027,0.0253508,0.0227887,0.0226902,0.0254051,0.0213152,1e-11_10000_100,194,1e-11,10000,100,0.02376303,0.00154701948565621
0.0264393,0.0243792,0.0226991,0.0234893,0.0229473,0.0255659,0.022805,0.0225612,0.0254242,0.0211255,1e-11_10000_100,195,1e-11,10000,100,0.0237436,0.00165795085237437
0.02645,0.0244087,0.0225398,0.023373,0.0228809,0.0256642,0.0227547,0.0224878,0.0252687,0.021164,1e-11_10000_100,196,1e-11,10000,100,0.02369918,0.00167669930637548
0.0263327,0.024446,0.0222975,0.0231952,0.0229467,0.0256769,0.0227472,0.0224929,0.0254331,0.0210916,1e-11_10000_100,197,1e-11,10000,100,0.02366598,0.00171093801095578
0.0261152,0.0245235,0.022323,0.0234027,0.0227876,0.0256448,0.0225377,0.0225662,0.0254339,0.0209887,1e-11_10000_100,198,1e-11,10000,100,0.02363233,0.00170159365566518
0.0261651,0.0242994,0.0224602,0.0235395,0.0228558,0.0254607,0.022534,0.0224042,0.0253932,0.021042,1e-11_10000_100,199,1e-11,10000,100,0.02361541,0.00165699158413339
0.0258971,0.0243882,0.0224881,0.0232901,0.0226837,0.0252412,0.0224803,0.022213,0.0251812,0.020958,1e-11_10000_100,200,1e-11,10000,100,0.02348209,0.00160838971400314
0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,1e-11_10000_5,1,1e-11,10000,5,0.05,0
0.0410622,0.041288,0.0398043,0.0416414,0.0398128,0.0418637,0.0399179,0.0433986,0.0408908,0.0397101,1e-11_10000_5,2,1e-11,10000,5,0.04093898,0.00118537764427863
0.0361769,0.0364755,0.035055,0.0380174,0.034396,0.0371567,0.0360392,0.0378809,0.0364317,0.0354864,1e-11_10000_5,3,1e-11,10000,5,0.03631157,0.00116188568767423
0.0327552,0.0332109,0.0320286,0.0354104,0.0321651,0.0349524,0.0331936,0.0346844,0.03444,0.0315966,1e-11_10000_5,4,1e-11,10000,5,0.03344372,0.00134643220879808
0.030334,0.0296388,0.0301928,0.0330705,0.0292747,0.0330251,0.0314492,0.0323714,0.0323382,0.0303607,1e-11_10000_5,5,1e-11,10000,5,0.03120554,0.00142096168702749
0.0289548,0.0284394,0.0286606,0.0324053,0.0281032,0.0307972,0.0302513,0.0304705,0.0319327,0.0288311,1e-11_10000_5,6,1e-11,10000,5,0.02988461,0.001512679148215
0.0272491,0.0275452,0.0284672,0.0312588,0.0265348,0.0301554,0.0295775,0.0294391,0.0316853,0.027395,1e-11_10000_5,7,1e-11,10000,5,0.02893074,0.00177155029420248
0.0257689,0.0263396,0.0274347,0.0307848,0.0254971,0.028972,0.0291517,0.0288757,0.0311345,0.0268833,1e-11_10000_5,8,1e-11,10000,5,0.02808423,0.00200313999347136
0.0249266,0.0250006,0.0256285,0.0302564,0.0246755,0.0282932,0.0268863,0.0277205,0.0301505,0.025491,1e-11_10000_5,9,1e-11,10000,5,0.02690291,0.00212126592520703
0.0243079,0.0241427,0.0240506,0.028972,0.0236985,0.0277163,0.0252368,0.0257518,0.029623,0.0236682,1e-11_10000_5,10,1e-11,10000,5,0.02571678,0.0022507692521052
0.0227446,0.0234495,0.021913,0.0273538,0.0228272,0.0257199,0.0245254,0.0247648,0.0279198,0.0223528,1e-11_10000_5,11,1e-11,10000,5,0.02435708,0.00209444083007056
0.0217483,0.0221471,0.0207248,0.0263351,0.0214392,0.0248418,0.0233081,0.0245364,0.0269046,0.0211773,1e-11_10000_5,12,1e-11,10000,5,0.02331627,0.00222224266404209
0.0207993,0.0210767,0.019525,0.0250713,0.0204318,0.0231417,0.0226838,0.0234027,0.0258362,0.0200588,1e-11_10000_5,13,1e-11,10000,5,0.02220273,0.0021634397837446
0.0199217,0.0204693,0.0182707,0.0245159,0.0197832,0.0224403,0.0216583,0.0228456,0.0246349,0.0188931,1e-11_10000_5,14,1e-11,10000,5,0.0213433,0.00223911306796042
0.0194068,0.0195153,0.0168468,0.0235716,0.0196288,0.0212152,0.0209853,0.0217568,0.0230488,0.0177899,1e-11_10000_5,15,1e-11,10000,5,0.02037653,0.00215301997154901
0.0187905,0.0189183,0.0165004,0.0229612,0.0191005,0.0206623,0.01931,0.0207651,0.0218768,0.0168533,1e-11_10000_5,16,1e-11,10000,5,0.01957384,0.00204303874885753
0.0189716,0.0185279,0.0156034,0.0220761,0.0186398,0.02004,0.0184615,0.020005,0.0208319,0.0166787,1e-11_10000_5,17,1e-11,10000,5,0.01898359,0.00189958818487353
0.0182384,0.017527,0.0144381,0.021298,0.0173929,0.0183818,0.0176227,0.0191004,0.0207563,0.0165333,1e-11_10000_5,18,1e-11,10000,5,0.01812889,0.00198030156314638
0.0176796,0.0170984,0.0143115,0.0201628,0.0163412,0.0174391,0.0160839,0.0184654,0.0198806,0.0153049,1e-11_10000_5,19,1e-11,10000,5,0.01727674,0.0018774009079931
0.0164052,0.0167864,0.0140144,0.0189763,0.0162975,0.0168474,0.0156896,0.0182205,0.0195996,0.0152287,1e-11_10000_5,20,1e-11,10000,5,0.01680656,0.00171476515994983
0.0155961,0.0159454,0.0131319,0.0189506,0.0160125,0.0163324,0.0146336,0.0178816,0.0186941,0.0148537,1e-11_10000_5,21,1e-11,10000,5,0.01620319,0.00184919155335514
0.0152377,0.0145411,0.0123264,0.0179982,0.0150193,0.0161409,0.0136632,0.0174124,0.0178356,0.0146751,1e-11_10000_5,22,1e-11,10000,5,0.01548499,0.0018591275842
0.0149553,0.013773,0.0121962,0.0176601,0.0143149,0.0151309,0.0134918,0.0166896,0.0174496,0.0149298,1e-11_10000_5,23,1e-11,10000,5,0.01505912,0.00176482237746466
0.0149856,0.0129847,0.0122403,0.0170342,0.0137681,0.0149482,0.0125943,0.0157847,0.0165211,0.0141819,1e-11_10000_5,24,1e-11,10000,5,0.01450431,0.00164198083860115
0.0143211,0.0128032,0.0114614,0.0156575,0.0137244,0.0144903,0.0121616,0.0150626,0.0164341,0.0130571,1e-11_10000_5,25,1e-11,10000,5,0.01391733,0.00157402436664042
0.0138537,0.0129193,0.0110353,0.0152463,0.0137769,0.0138675,0.0111722,0.0143018,0.0158448,0.0130526,1e-11_10000_5,26,1e-11,10000,5,0.01350704,0.00154767388482774
0.0136761,0.0121229,0.0107109,0.0149758,0.0141944,0.012891,0.0108396,0.0135475,0.0154558,0.0125482,1e-11_10000_5,27,1e-11,10000,5,0.01309622,0.00159576630271757
0.0132876,0.0116691,0.0101297,0.0147112,0.0130402,0.0121553,0.0104598,0.0133096,0.0151405,0.0114834,1e-11_10000_5,28,1e-11,10000,5,0.01253864,0.00166792365079727
0.0130439,0.0109595,0.00950035,0.0140197,0.0121972,0.0122895,0.0101195,0.013604,0.014723,0.0111137,1e-11_10000_5,29,1e-11,10000,5,0.012157035,0.00172192582077452
0.0125242,0.0106565,0.00904855,0.0135851,0.0112265,0.0120805,0.00991395,0.0129619,0.0142256,0.0105252,1e-11_10000_5,30,1e-11,10000,5,0.0116748,0.00167517149088948
0.0123303,0.00965045,0.0088908,0.0123844,0.0108814,0.0122388,0.0093894,0.0126721,0.014292,0.010202,1e-11_10000_5,31,1e-11,10000,5,0.011293165,0.00174831742256027
0.0122997,0.0094288,0.00856315,0.0125572,0.0106372,0.0124959,0.00879555,0.0121852,0.0139763,0.00962685,1e-11_10000_5,32,1e-11,10000,5,0.011056585,0.00188168136325084
0.0117875,0.0091965,0.008211,0.0117724,0.0109481,0.0119447,0.0085022,0.0113936,0.0135111,0.0091058,1e-11_10000_5,33,1e-11,10000,5,0.01063729,0.00176745266065789
0.0112372,0.0089954,0.0077264,0.0119594,0.0106691,0.0107869,0.00828975,0.0116212,0.0126109,0.00837525,1e-11_10000_5,34,1e-11,10000,5,0.01022715,0.00173554926912363
0.0110801,0.0084052,0.0069824,0.0117756,0.0100242,0.0111105,0.0078946,0.0106931,0.0123124,0.0078738,1e-11_10000_5,35,1e-11,10000,5,0.00981519,0.00187503877497684
0.0104788,0.0085746,0.0065412,0.0112935,0.0100535,0.0108734,0.00754205,0.00997505,0.0122465,0.00792765,1e-11_10000_5,36,1e-11,10000,5,0.009550625,0.00182657246324153
0.0104873,0.0080137,0.00603115,0.0106736,0.0099343,0.0106237,0.0072998,0.0095169,0.0122093,0.0073949,1e-11_10000_5,37,1e-11,10000,5,0.009218465,0.00193980878296605
0.0097592,0.00765685,0.00591555,0.0102105,0.0093584,0.0103669,0.0067249,0.0095492,0.0115978,0.0072906,1e-11_10000_5,38,1e-11,10000,5,0.00884299,0.00183358292949442
0.00938015,0.00802825,0.005647,0.0099502,0.0092025,0.0101736,0.00670275,0.0094125,0.0114538,0.00686355,1e-11_10000_5,39,1e-11,10000,5,0.00868143,0.00181569829667694
0.0088712,0.0081962,0.0050651,0.00973575,0.00875445,0.0096499,0.00690485,0.009247,0.0117573,0.00648935,1e-11_10000_5,40,1e-11,10000,5,0.00846711,0.00190575521568514
0.0081191,0.00797055,0.0047112,0.0094977,0.0083124,0.00884305,0.00658425,0.0091544,0.0111962,0.0064065,1e-11_10000_5,41,1e-11,10000,5,0.008079535,0.00182304250743549
0.00778125,0.0079775,0.0044477,0.0092072,0.00791745,0.0083005,0.00600795,0.00923435,0.0106798,0.00625775,1e-11_10000_5,42,1e-11,10000,5,0.007781145,0.00180896873052792
0.00711575,0.00750265,0.00416935,0.00908905,0.00801385,0.00778375,0.005913,0.00809985,0.0099273,0.00568075,1e-11_10000_5,43,1e-11,10000,5,0.00732953,0.00169639372267565
0.00691185,0.0069461,0.0040223,0.0089886,0.00735945,0.0073516,0.0058549,0.007418,0.0096895,0.0059199,1e-11_10000_5,44,1e-11,10000,5,0.00704622,0.00159685006361482
0.00657265,0.0067175,0.0036486,0.0085316,0.00703545,0.00729535,0.00565495,0.00675065,0.0093039,0.00579725,1e-11_10000_5,45,1e-11,10000,5,0.00673079,0.00155741097744515
0.00605025,0.00667715,0.0036335,0.00853055,0.0063693,0.006504,0.00508655,0.00668495,0.00869315,0.0053259,1e-11_10000_5,46,1e-11,10000,5,0.00635553,0.00151299778056678
0.00601945,0.0062014,0.00382325,0.0074875,0.0059692,0.00583845,0.0046501,0.0066163,0.00850155,0.00498265,1e-11_10000_5,47,1e-11,10000,5,0.006008985,0.00135453501411821
0.0058691,0.0058367,0.00378245,0.00752345,0.0055197,0.0056227,0.00465905,0.0068498,0.008237,0.004598,1e-11_10000_5,48,1e-11,10000,5,0.005849795,0.00137112028434375
0.0061392,0.00570045,0.0036683,0.00717695,0.0053442,0.0054172,0.00486495,0.005949,0.00789135,0.00449185,1e-11_10000_5,49,1e-11,10000,5,0.005664345,0.00123454402163759
0.00609295,0.00541295,0.0034393,0.0069857,0.00515315,0.0052384,0.00455495,0.00540925,0.0075936,0.00448455,1e-11_10000_5,50,1e-11,10000,5,0.00543648,0.00121458738723166
0.0060224,0.0052686,0.0033656,0.00703375,0.00464855,0.00483375,0.004256,0.0051972,0.0071288,0.00428695,1e-11_10000_5,51,1e-11,10000,5,0.00520416,0.00121526617267348
0.00589865,0.0052563,0.003509,0.00687255,0.0044334,0.004243,0.0037362,0.0052806,0.0066469,0.0039808,1e-11_10000_5,52,1e-11,10000,5,0.00498574,0.00119823073965094
0.00524545,0.0050903,0.0033118,0.00661485,0.0045252,0.00404495,0.0032824,0.0050959,0.0062325,0.0038878,1e-11_10000_5,53,1e-11,10000,5,0.004733115,0.00113855809031765
0.0046459,0.00501655,0.00332935,0.00615205,0.0045716,0.00394135,0.003175,0.0051975,0.00624115,0.00374265,1e-11_10000_5,54,1e-11,10000,5,0.00460131,0.00107753288962436
0.0045532,0.00485905,0.0032764,0.00602935,0.0045598,0.0037442,0.0031506,0.0047551,0.00593525,0.0040648,1e-11_10000_5,55,1e-11,10000,5,0.004492775,0.00098191655966222
0.0045639,0.0045413,0.0033349,0.0056379,0.00440355,0.0037339,0.00283695,0.0048503,0.00567595,0.00380065,1e-11_10000_5,56,1e-11,10000,5,0.00433793,0.000928080605994017
0.00435795,0.0040288,0.0030702,0.00562155,0.0044258,0.00365855,0.002769,0.00500765,0.0061578,0.0033817,1e-11_10000_5,57,1e-11,10000,5,0.0042479,0.00109926111446634
0.0041239,0.00389185,0.0028928,0.00539905,0.00427395,0.0034388,0.00293355,0.00459385,0.0058139,0.00333365,1e-11_10000_5,58,1e-11,10000,5,0.00406953,0.000987486099255186
0.0039636,0.003665,0.002516,0.00496675,0.0042409,0.0031596,0.0029128,0.0041233,0.0056415,0.0032181,1e-11_10000_5,59,1e-11,10000,5,0.003840755,0.000958252076685578
0.004058,0.0033666,0.00240425,0.00448225,0.0043544,0.0028133,0.00244085,0.00405485,0.00524705,0.0032082,1e-11_10000_5,60,1e-11,10000,5,0.003642975,0.000946265678939529
0.0040548,0.0031333,0.00233115,0.00413635,0.0039481,0.0029437,0.0025712,0.00426315,0.0052821,0.0028083,1e-11_10000_5,61,1e-11,10000,5,0.003547215,0.000930996537483118
0.0040518,0.00299265,0.0022346,0.00395785,0.0038222,0.00312015,0.0025222,0.00397205,0.0049316,0.00271775,1e-11_10000_5,62,1e-11,10000,5,0.003432285,0.000844282361946786
0.00407015,0.00277595,0.00211455,0.00389595,0.00379425,0.00326035,0.00258655,0.0039306,0.0047943,0.00266145,1e-11_10000_5,63,1e-11,10000,5,0.00338841,0.000839526671470961
0.0039879,0.00234445,0.00214905,0.0040805,0.0035475,0.00311665,0.00256365,0.0039057,0.00454185,0.00247265,1e-11_10000_5,64,1e-11,10000,5,0.00327099,0.000852603157264725
0.00381165,0.00221305,0.00178935,0.0043153,0.00346205,0.003194,0.0022691,0.0037109,0.00462355,0.00256685,1e-11_10000_5,65,1e-11,10000,5,0.00319558,0.000954840971110431
0.0036239,0.002137,0.0018198,0.0044344,0.0031625,0.00314595,0.0023338,0.00348345,0.00431225,0.0023008,1e-11_10000_5,66,1e-11,10000,5,0.003075385,0.000910659182817589
0.00373965,0.0019436,0.0017102,0.00457475,0.00306625,0.0030023,0.00214715,0.00324055,0.0038518,0.00230195,1e-11_10000_5,67,1e-11,10000,5,0.00295782,0.000930420572823566
0.00365555,0.00179335,0.0015008,0.0043294,0.00265895,0.0026759,0.00207285,0.0032669,0.0038501,0.002124,1e-11_10000_5,68,1e-11,10000,5,0.00279278,0.000949473444482666
0.00319145,0.00169615,0.001299,0.00422085,0.0027201,0.00263505,0.0022594,0.00298755,0.00371395,0.0020605,1e-11_10000_5,69,1e-11,10000,5,0.0026784,0.0008968369587364
0.00307305,0.0017487,0.0012382,0.00406275,0.00248575,0.00229935,0.0025317,0.0030046,0.0035752,0.0018543,1e-11_10000_5,70,1e-11,10000,5,0.00258736,0.000864093626871533
0.00321365,0.00171865,0.0011678,0.0041351,0.0023674,0.00212275,0.0027141,0.0025472,0.0035417,0.0017597,1e-11_10000_5,71,1e-11,10000,5,0.002528805,0.000906823863042506
0.00293885,0.0016831,0.00124265,0.003496,0.0025747,0.0019233,0.002721,0.0026139,0.00331535,0.00168825,1e-11_10000_5,72,1e-11,10000,5,0.00241971,0.000752189839291474
0.00316205,0.0018112,0.00105265,0.00297395,0.00237035,0.00167345,0.00264865,0.0023427,0.0031295,0.00170745,1e-11_10000_5,73,1e-11,10000,5,0.002287195,0.000711070122909439
0.0029392,0.00155845,0.00098485,0.00285565,0.0022149,0.0016433,0.0023881,0.00209745,0.00301805,0.0015569,1e-11_10000_5,74,1e-11,10000,5,0.002125685,0.000687027471571876
0.0025156,0.0013013,0.0008041,0.00285395,0.002041,0.00180865,0.0020423,0.0021911,0.0028282,0.00144915,1e-11_10000_5,75,1e-11,10000,5,0.001983535,0.000664720223958087
0.0022666,0.0012042,0.00071155,0.00271815,0.0019628,0.00192485,0.0017773,0.00202095,0.0027164,0.0012836,1e-11_10000_5,76,1e-11,10000,5,0.00185864,0.000646693556485605
0.0020286,0.0012984,0.00065925,0.00252585,0.00190295,0.00176645,0.00147075,0.00227175,0.0025769,0.0011947,1e-11_10000_5,77,1e-11,10000,5,0.00176956,0.000617828005462146
0.00213805,0.00131285,0.0006255,0.002404,0.0019542,0.00171275,0.00156825,0.00218735,0.0026547,0.0010268,1e-11_10000_5,78,1e-11,10000,5,0.001758445,0.000636141110503182
0.00232695,0.00116845,0.00051045,0.0023637,0.001778,0.0017506,0.00121185,0.0021234,0.0026768,0.000832,1e-11_10000_5,79,1e-11,10000,5,0.00167422,0.000719433194798362
0.00235055,0.0011625,0.0005328,0.00230115,0.001788,0.0017202,0.0011976,0.00181255,0.00269025,0.00079685,1e-11_10000_5,80,1e-11,10000,5,0.001635245,0.000704227465008446
0.0021145,0.00116435,0.00061135,0.0021678,0.00177095,0.00197215,0.00108675,0.0016362,0.00237105,0.00068635,1e-11_10000_5,81,1e-11,10000,5,0.001558145,0.000632327128527807
0.00212255,0.0009299,0.0006224,0.0021262,0.0014965,0.00203625,0.0010449,0.0014487,0.0024872,0.00071455,1e-11_10000_5,82,1e-11,10000,5,0.001502915,0.000663628518512679
0.00199325,0.00079795,0.0007408,0.0020406,0.0016224,0.00193615,0.00095595,0.0014963,0.00242275,0.0006748,1e-11_10000_5,83,1e-11,10000,5,0.001468095,0.000634932958162601
0.0018926,0.00073165,0.0006576,0.00217835,0.0014823,0.00179435,0.0011301,0.0015167,0.00221765,0.00058045,1e-11_10000_5,84,1e-11,10000,5,0.001418175,0.000617521344322967
