V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,variable,generation,generationMean,generationSD
0.00793279,0.0086486,0.00791765,0.00783064,0.00848302,0.00852063,0.00866704,0.00802557,0.00856859,0.00861147,h0.1.spFly,124,0.0083206,0.000346405370916792
0.00790766,0.00862381,0.00785692,0.00780508,0.00846077,0.00850896,0.00863056,0.00801421,0.0085449,0.00855743,h0.1.spFly,125,0.00829103,0.000347362763084614
0.00791529,0.00860355,0.00784855,0.0077811,0.0084206,0.00849048,0.00857813,0.00798898,0.00851547,0.00855462,h0.1.spFly,126,0.008269677,0.000339965561786942
0.00790524,0.00857244,0.00782245,0.00776875,0.00838692,0.00848114,0.00854978,0.00793803,0.00853701,0.00851675,h0.1.spFly,127,0.008247851,0.000341577681434904
0.00783973,0.00852507,0.00783707,0.00778052,0.00836576,0.00846112,0.00855961,0.00791413,0.00853973,0.00845355,h0.1.spFly,128,0.008227629,0.000336966555064775
0.00783455,0.00848187,0.00779438,0.00775614,0.00829786,0.00842127,0.00858492,0.00785952,0.00850323,0.00843172,h0.1.spFly,129,0.008196546,0.000340374630671037
0.00782166,0.0084914,0.00774718,0.00775127,0.00817775,0.00844273,0.00857668,0.00785024,0.0085098,0.00836358,h0.1.spFly,130,0.008173229,0.000345391897912116
0.00778285,0.0084572,0.00773604,0.00772807,0.00815238,0.00841502,0.00856129,0.00780936,0.00854585,0.00833414,h0.1.spFly,131,0.00815222,0.000353482764879232
0.00774781,0.00838949,0.00776061,0.00768734,0.00811783,0.00839349,0.00852889,0.0077835,0.00850388,0.00827621,h0.1.spFly,132,0.008118905,0.000342293620424532
0.00770768,0.00837497,0.00772694,0.00768344,0.00808916,0.00832379,0.00847638,0.00773613,0.00852967,0.00820623,h0.1.spFly,133,0.008085439,0.000343230263831732
0.00772943,0.00833814,0.00769611,0.0076429,0.00807811,0.00833168,0.00840222,0.00770746,0.00849301,0.0081946,h0.1.spFly,134,0.008061366,0.0003356850146657
0.00774264,0.00831956,0.00769907,0.00762454,0.00802043,0.00827623,0.00836568,0.00767947,0.00844423,0.00813237,h0.1.spFly,135,0.008030422,0.000319491037912907
0.0077081,0.00828959,0.0076333,0.00761151,0.00800261,0.00820633,0.00832056,0.00767421,0.00843894,0.00813631,h0.1.spFly,136,0.008002146,0.000319224886498531
0.00768042,0.00824255,0.00762316,0.00758797,0.00799519,0.00818544,0.00833235,0.00763028,0.00839826,0.0081476,h0.1.spFly,137,0.007982322,0.000321726451570274
0.00767323,0.00824414,0.0075853,0.00758841,0.00796535,0.00817429,0.00834293,0.00762759,0.00836683,0.00813021,h0.1.spFly,138,0.007969828,0.000322843031580364
0.00764075,0.00823997,0.00757083,0.00757185,0.00795843,0.00817288,0.00835261,0.0075865,0.00833545,0.00811324,h0.1.spFly,139,0.007954251,0.000330907403343863
0.00760917,0.0082002,0.00758072,0.00753451,0.0079401,0.00816877,0.0083318,0.00756919,0.00830432,0.00807048,h0.1.spFly,140,0.007930926,0.000327096744852854
0.00760926,0.00817506,0.00757279,0.00748926,0.00789476,0.00812718,0.00831897,0.00751959,0.00827563,0.00808578,h0.1.spFly,141,0.007906828,0.000330486713694952
0.00761462,0.00817824,0.00755559,0.00743267,0.00786377,0.00804964,0.00826472,0.00750054,0.00825156,0.00806909,h0.1.spFly,142,0.007878044,0.000326519309253765
0.0076018,0.00818152,0.00752206,0.00741744,0.00787503,0.008038,0.00820135,0.00745076,0.00820848,0.00799782,h0.1.spFly,143,0.007849426,0.000322374319462467
0.00757181,0.00817764,0.00751213,0.0073758,0.00787763,0.00803639,0.00817719,0.00747862,0.00822529,0.00798306,h0.1.spFly,144,0.007841556,0.000326951407949255
0.00755271,0.00815997,0.00748574,0.00737829,0.00786097,0.00798793,0.00817019,0.00749792,0.00821878,0.00801125,h0.1.spFly,145,0.007832375,0.000323896288210697
0.0074884,0.00811443,0.00747432,0.00739571,0.00786069,0.00797743,0.00818882,0.00747542,0.0082162,0.00800276,h0.1.spFly,146,0.007819418,0.000327912585160537
0.00748236,0.00810313,0.00744236,0.00740421,0.00784066,0.00797373,0.00817909,0.00748081,0.00814507,0.0080048,h0.1.spFly,147,0.007805622,0.000318933320958751
0.007465,0.00804081,0.00744041,0.00735077,0.00780168,0.00796579,0.00813002,0.00743996,0.00811281,0.00802718,h0.1.spFly,148,0.007777443,0.000318281990904991
0.0074357,0.00802385,0.00743962,0.00733914,0.00777325,0.00794169,0.00812811,0.0074231,0.00808509,0.00803746,h0.1.spFly,149,0.007762701,0.000319607711437005
0.00743736,0.00799129,0.0074392,0.00732868,0.00776026,0.00795676,0.00812883,0.00740551,0.00802828,0.00802582,h0.1.spFly,150,0.007750199,0.000314223619080071
0.00738555,0.00796434,0.00738868,0.00729584,0.00774988,0.00794611,0.00809528,0.00735773,0.00801589,0.00799594,h0.1.spFly,151,0.007719524,0.000324726923539012
0.00735331,0.00798519,0.00739075,0.00734217,0.00770406,0.00793854,0.00808815,0.00733988,0.00797539,0.00802427,h0.1.spFly,152,0.007714171,0.000323428221178122
0.00733547,0.00796426,0.0073766,0.00727024,0.00770098,0.00791876,0.00809178,0.00732378,0.00796107,0.00801028,h0.1.spFly,153,0.007695322,0.000333183137388434
0.00728613,0.007947,0.00731656,0.00724526,0.00773917,0.00791777,0.00807745,0.00732148,0.00791631,0.00798682,h0.1.spFly,154,0.007675395,0.000340557990012143
0.00726403,0.00790684,0.00729771,0.00724664,0.00771268,0.00796143,0.00805828,0.00730556,0.0078981,0.00796838,h0.1.spFly,155,0.007661965,0.000341481068557736
0.00725236,0.00784687,0.00726312,0.00718321,0.00770934,0.00794926,0.00805348,0.00728699,0.00786127,0.00795175,h0.1.spFly,156,0.007635765,0.000347332098822182
0.00722555,0.00783491,0.00724805,0.00719445,0.00773334,0.00800032,0.00800645,0.00728556,0.00787061,0.00793811,h0.1.spFly,157,0.007633735,0.000349922615516631
0.00723198,0.00778694,0.00723656,0.00716751,0.00772908,0.00798092,0.00796607,0.00728035,0.00786265,0.00790139,h0.1.spFly,158,0.007614345,0.000340788259815062
0.00720106,0.00776577,0.00725187,0.00714739,0.00771588,0.00798142,0.00797108,0.007241,0.00784359,0.00789777,h0.1.spFly,159,0.007601683,0.000347394847209595
0.00717847,0.00771855,0.00723008,0.00714422,0.00771925,0.00794764,0.00794307,0.00724039,0.00780188,0.00785478,h0.1.spFly,160,0.007577833,0.000336512009230973
0.0071279,0.00775572,0.00721374,0.00712766,0.0076846,0.00788291,0.0079084,0.0072245,0.00775049,0.00783751,h0.1.spFly,161,0.007551343,0.000333019557885786
0.00711411,0.0077549,0.00720827,0.0071168,0.00762554,0.00783956,0.00787981,0.00719245,0.00770557,0.00780617,h0.1.spFly,162,0.007524318,0.000324178123423939
0.00707227,0.00774386,0.00717269,0.00709673,0.00764253,0.00783031,0.00786081,0.00720615,0.00774184,0.0078006,h0.1.spFly,163,0.007516779,0.000334026272135392
0.00705629,0.00772633,0.00717518,0.00707076,0.00763692,0.00781114,0.00785815,0.00721197,0.00767153,0.00776416,h0.1.spFly,164,0.007498243,0.00032724759712385
0.00703188,0.00771255,0.00718479,0.00705147,0.00760595,0.00783593,0.00784191,0.00718367,0.00763504,0.00775702,h0.1.spFly,165,0.007484021,0.000331265858972987
0.00701726,0.00769807,0.00715172,0.0070281,0.00762141,0.00783925,0.00781993,0.00714137,0.00764523,0.0077686,h0.1.spFly,166,0.007473094,0.000343682382091372
0.00699884,0.00767279,0.00713515,0.00701321,0.00755792,0.00786013,0.00776894,0.00713686,0.00760218,0.00773312,h0.1.spFly,167,0.007447914,0.000337639132743822
0.00702265,0.00763825,0.00713696,0.00700157,0.00752201,0.00786681,0.0077522,0.00709364,0.00761773,0.00770678,h0.1.spFly,168,0.00743586,0.000334407074386891
0.0070347,0.00761816,0.00713904,0.00697039,0.00754279,0.00787365,0.00775235,0.0071007,0.00762399,0.00767746,h0.1.spFly,169,0.007433323,0.000334700266708057
0.00700291,0.00759002,0.00712239,0.006922,0.00749182,0.00783265,0.00773322,0.00708875,0.00760812,0.0077296,h0.1.spFly,170,0.007412148,0.000342108300227347
0.00700455,0.00759467,0.00709831,0.00690039,0.00748381,0.00783339,0.00771166,0.0070652,0.00757342,0.00765007,h0.1.spFly,171,0.007391547,0.000338439735749874
0.00698573,0.00756217,0.00704052,0.00689089,0.00741398,0.00779427,0.00773006,0.00704038,0.00756127,0.00766062,h0.1.spFly,172,0.007367989,0.000343823562906907
0.00698892,0.00754682,0.00701935,0.00687823,0.00737424,0.00775547,0.00771904,0.00700342,0.00755047,0.00761911,h0.1.spFly,173,0.007345507,0.000339070869879899
0.00698888,0.00752454,0.00699322,0.00683963,0.00735954,0.00771077,0.00777292,0.00703759,0.00752717,0.00758902,h0.1.spFly,174,0.007334328,0.000340165378694279
0.00696204,0.00754394,0.00700471,0.0068233,0.00732855,0.00766058,0.00776997,0.00701391,0.00748345,0.00757277,h0.1.spFly,175,0.007316322,0.000337821186389092
0.00695817,0.00753433,0.00695855,0.00680713,0.00730746,0.00761767,0.00776108,0.00699592,0.00748536,0.00754504,h0.1.spFly,176,0.007297071,0.000338561281387055
0.00694684,0.00748546,0.00692426,0.00677134,0.00729542,0.0076026,0.00771874,0.00696918,0.00750029,0.00753217,h0.1.spFly,177,0.00727463,0.000340544459619853
0.006952,0.00746768,0.00692105,0.0067459,0.00725562,0.00757109,0.00768824,0.00697667,0.00746349,0.00752084,h0.1.spFly,178,0.007256258,0.000331150874302199
0.00695096,0.0074254,0.00690347,0.00669825,0.00723995,0.00757589,0.0077068,0.00694961,0.00741645,0.00751814,h0.1.spFly,179,0.007238492,0.000341270045102767
0.00694917,0.00739998,0.00689679,0.00666674,0.00723215,0.00756976,0.00769785,0.00694646,0.00741013,0.00751286,h0.1.spFly,180,0.007228189,0.000343704209797061
0.00691937,0.00739475,0.00688023,0.00665305,0.00721134,0.00760302,0.00766842,0.00692734,0.00737195,0.00750003,h0.1.spFly,181,0.00721295,0.000348378813809208
0.00691594,0.00736203,0.00686555,0.00663943,0.00720324,0.00756311,0.00764363,0.00692689,0.0073369,0.0074889,h0.1.spFly,182,0.007194562,0.000339641060886342
0.00693824,0.00737357,0.00687205,0.00660586,0.00717171,0.00754544,0.00762011,0.00692312,0.00735443,0.00747814,h0.1.spFly,183,0.007188267,0.000338676558321751
0.00690246,0.00736602,0.00684944,0.00659134,0.00718779,0.0075483,0.00763201,0.00688251,0.00732963,0.00746436,h0.1.spFly,184,0.007175386,0.000349440532540549
0.0068971,0.00732109,0.00682526,0.0066068,0.00716667,0.00750771,0.00765786,0.00685625,0.0073202,0.00744139,h0.1.spFly,185,0.007160033,0.000346260538068278
0.00687857,0.00729159,0.0068067,0.00658842,0.00715792,0.0074776,0.00761219,0.0068472,0.00728432,0.00741746,h0.1.spFly,186,0.007136197,0.000337854730092026
0.00684664,0.00728797,0.00680065,0.00659064,0.00713093,0.00743984,0.00760579,0.00683616,0.00728472,0.00742451,h0.1.spFly,187,0.007124785,0.000337268481752051
0.00681981,0.00728993,0.0067686,0.0065974,0.00712849,0.00744915,0.00758697,0.00680055,0.00726806,0.00743518,h0.1.spFly,188,0.007114414,0.000344004555693348
0.00679628,0.00727923,0.00675348,0.00657948,0.00710387,0.00741768,0.007595,0.00678955,0.00725703,0.00741643,h0.1.spFly,189,0.007098803,0.000346810580962833
0.00672334,0.00724192,0.00676632,0.00656219,0.00706004,0.00737563,0.00758083,0.00676474,0.00722809,0.00739822,h0.1.spFly,190,0.007070132,0.000346439457234434
0.00672895,0.00720255,0.0067341,0.00654605,0.00703177,0.00737204,0.00755755,0.00674949,0.007205,0.00738433,h0.1.spFly,191,0.007051183,0.000344455436338771
0.00669944,0.00717884,0.00672353,0.0065466,0.0070106,0.00736158,0.00755034,0.00674181,0.00719749,0.00739671,h0.1.spFly,192,0.007040694,0.000347137026425525
0.00666212,0.00715435,0.00669034,0.00651704,0.00701326,0.0073442,0.00753822,0.0067137,0.00718156,0.00735325,h0.1.spFly,193,0.007016804,0.000351560058412658
0.0066608,0.00713865,0.00670566,0.00649146,0.0069813,0.00734427,0.0075193,0.0066806,0.00717807,0.00731666,h0.1.spFly,194,0.007001677,0.000349927636933695
0.00663098,0.00716418,0.00669402,0.00647811,0.00696859,0.00734754,0.00750904,0.006678,0.00715707,0.0073168,h0.1.spFly,195,0.006994433,0.000355656425439871
0.00661162,0.00715822,0.00670876,0.00647403,0.00696131,0.00733004,0.00752597,0.0066614,0.00715766,0.00729082,h0.1.spFly,196,0.006987983,0.000357000522098902
0.00664157,0.00716022,0.00670088,0.00644989,0.00690972,0.0072998,0.00753815,0.0066449,0.00716051,0.00727663,h0.1.spFly,197,0.006978227,0.000358626272881828
0.00662528,0.00715496,0.00670284,0.00648066,0.00692949,0.00726326,0.00753382,0.0066367,0.00714232,0.00725875,h0.1.spFly,198,0.006972808,0.000348566341136567
0.00660351,0.00712635,0.00668234,0.00647903,0.00690344,0.0072358,0.00752719,0.00662807,0.00711977,0.00725962,h0.1.spFly,199,0.006956512,0.000347931712578456
0.00661087,0.00711466,0.006675,0.00645599,0.00691288,0.00722668,0.00754793,0.00660171,0.00712209,0.00727795,h0.1.spFly,200,0.006954576,0.000358314829171839
0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,h0.2.spHuman,1,0.1,0
0.0836719,0.0831662,0.0829607,0.0828587,0.0833028,0.0841323,0.0830473,0.083907,0.08275,0.0836061,h0.2.spHuman,2,0.0833403,0.000467983375773112
0.0762083,0.0761499,0.0760775,0.0760636,0.0759317,0.0766603,0.0755177,0.0769767,0.075445,0.0764037,h0.2.spHuman,3,0.07614344,0.000467662701812607
0.0728318,0.0726892,0.0725496,0.0727744,0.0724118,0.073256,0.071928,0.0731938,0.0721691,0.0729969,h0.2.spHuman,4,0.07268006,0.000427354843972391
0.0713449,0.0710246,0.0709756,0.0710664,0.0705544,0.0714314,0.0700053,0.0711523,0.0703574,0.0712229,h0.2.spHuman,5,0.07091352,0.000460637897799224
0.0701393,0.0700228,0.0700813,0.0701538,0.0696175,0.0703018,0.0691468,0.0703281,0.0694985,0.0703105,h0.2.spHuman,6,0.06996004,0.000402094831821771
0.069605,0.0695132,0.0695149,0.0696872,0.0691993,0.0698697,0.0685955,0.0700003,0.0689745,0.0696381,h0.2.spHuman,7,0.06945977,0.000424397787851603
0.069275,0.0692097,0.0691783,0.0693779,0.0687701,0.0696361,0.0682128,0.0696352,0.068744,0.0694251,h0.2.spHuman,8,0.06914642,0.000448044682295564
0.0690371,0.0691116,0.0688981,0.0691146,0.0684765,0.0693451,0.068021,0.069356,0.0685243,0.0691304,h0.2.spHuman,9,0.06890147,0.000429713605013077
0.0688046,0.0689168,0.0687506,0.0689253,0.0683386,0.0691349,0.0677444,0.0691878,0.0683639,0.0688932,h0.2.spHuman,10,0.06870601,0.000438692535838028
0.0687402,0.0688397,0.0686683,0.0687699,0.0682203,0.0690541,0.0675082,0.0691035,0.0683524,0.0687587,h0.2.spHuman,11,0.06860153,0.000470582317866798
0.0686038,0.0687926,0.0685297,0.0686208,0.068136,0.0689377,0.0673863,0.0690263,0.0683233,0.0686168,h0.2.spHuman,12,0.06849733,0.000471175178675618
0.0685842,0.068766,0.0683321,0.0685434,0.0680387,0.0688492,0.0672538,0.0688858,0.068219,0.0684992,h0.2.spHuman,13,0.06839714,0.000485074320078891
0.0684555,0.0686589,0.0682838,0.0683925,0.0679996,0.0687831,0.0671204,0.068808,0.0681646,0.0683572,h0.2.spHuman,14,0.06830236,0.000489501263646082
0.0684498,0.0685731,0.0681826,0.0683605,0.0680173,0.0687723,0.0670468,0.0687365,0.0680806,0.0683078,h0.2.spHuman,15,0.06825273,0.000494901606494776
0.068362,0.0684524,0.0681191,0.0682154,0.0679018,0.0687242,0.0669728,0.0687148,0.0680247,0.0682773,h0.2.spHuman,16,0.06817645,0.000501402349526917
0.0683085,0.0684146,0.0681073,0.0681809,0.0677882,0.068622,0.0669035,0.0686192,0.0680335,0.068168,h0.2.spHuman,17,0.06811457,0.000497421243459147
0.0681964,0.0683685,0.068031,0.0681583,0.0677458,0.0686335,0.0668398,0.0685591,0.0679359,0.0681265,h0.2.spHuman,18,0.06805948,0.000506591463278514
0.068096,0.068344,0.0679087,0.0680402,0.0677144,0.0685383,0.0667592,0.0684918,0.0678898,0.0681129,h0.2.spHuman,19,0.06798953,0.000507070464202626
0.0680133,0.0683131,0.0678852,0.0679867,0.0676473,0.0684714,0.0667253,0.0683954,0.0677745,0.0680307,h0.2.spHuman,20,0.06792429,0.000498202728593268
0.0679682,0.068253,0.0678879,0.0679801,0.067595,0.0684388,0.0667276,0.0683847,0.0677025,0.0679204,h0.2.spHuman,21,0.06788582,0.000490580227440483
0.06789,0.0682312,0.0678165,0.0679354,0.0675518,0.0683794,0.066664,0.0683424,0.0676664,0.0678998,h0.2.spHuman,22,0.06783769,0.000495338699948498
0.0678175,0.0681597,0.0677652,0.0678379,0.0675596,0.0683309,0.0666238,0.0682373,0.0675692,0.067875,h0.2.spHuman,23,0.06777761,0.00048310833947125
0.0678014,0.0680986,0.0676562,0.0677841,0.0674652,0.0682777,0.0665582,0.0681844,0.067499,0.0678302,h0.2.spHuman,24,0.0677155,0.000489934762097068
0.067762,0.0679959,0.0676708,0.0677531,0.0673863,0.0682547,0.0664957,0.0681931,0.0674255,0.0678005,h0.2.spHuman,25,0.06767376,0.000502573826970282
0.0677329,0.0678892,0.0675624,0.0676856,0.0673392,0.0681387,0.066424,0.0681446,0.0673394,0.0677292,h0.2.spHuman,26,0.06759852,0.000498040912643396
0.0677051,0.0678069,0.0675468,0.0675634,0.0672823,0.0680584,0.0663342,0.0680705,0.0672929,0.0676599,h0.2.spHuman,27,0.06753204,0.000499379611117637
0.0676211,0.0677458,0.0675332,0.0674999,0.0672739,0.0680272,0.0663063,0.0680357,0.0672476,0.0676077,h0.2.spHuman,28,0.06748984,0.000493447410684372
0.0675772,0.0676865,0.0674866,0.0674511,0.0672462,0.0679741,0.0662874,0.0679919,0.0672308,0.0675698,h0.2.spHuman,29,0.06745016,0.00048274250140905
0.0675278,0.0676339,0.0674776,0.0674131,0.0672041,0.0679497,0.0662314,0.0680706,0.0671676,0.0674573,h0.2.spHuman,30,0.06741331,0.0005042744104156
0.0674552,0.0675997,0.0674669,0.0674092,0.0671298,0.0678814,0.0662058,0.0680384,0.0671081,0.0674569,h0.2.spHuman,31,0.06737514,0.000502015117523588
0.0673796,0.0675809,0.0674338,0.0673871,0.0670649,0.0678696,0.0661682,0.0679618,0.0670558,0.0673937,h0.2.spHuman,32,0.06732954,0.000502115932164411
0.0673527,0.0675964,0.0673879,0.0673957,0.067026,0.067821,0.0661438,0.0679233,0.0670369,0.0673332,h0.2.spHuman,33,0.06730169,0.000499958750409583
0.0673314,0.0674974,0.0673501,0.067324,0.0669791,0.0677028,0.0661074,0.0678843,0.0669812,0.0672915,h0.2.spHuman,34,0.06724492,0.000488004127487098
0.067265,0.0674534,0.0673367,0.06731,0.0669775,0.0676882,0.066033,0.0678337,0.0669096,0.0672377,h0.2.spHuman,35,0.06720448,0.00049845164437263
0.0671693,0.0674297,0.0673627,0.0672667,0.0669495,0.0676201,0.0659873,0.0678289,0.0669064,0.0671885,h0.2.spHuman,36,0.06717091,0.000501983449151685
0.0671592,0.067372,0.0673396,0.0672053,0.0668923,0.0675954,0.0659679,0.0677634,0.0669254,0.0671839,h0.2.spHuman,37,0.06714044,0.000491874616362975
0.0671704,0.0673069,0.0672943,0.0671238,0.0668611,0.0675166,0.0658981,0.0677409,0.0669009,0.0671408,h0.2.spHuman,38,0.06709538,0.000495885279743881
0.0671264,0.0672698,0.0672505,0.0670853,0.06684,0.0674839,0.0658161,0.0676944,0.066836,0.0670621,h0.2.spHuman,39,0.06704645,0.000506791816232267
0.0670952,0.0672114,0.06725,0.067084,0.0667963,0.0674282,0.0657972,0.0676849,0.0668056,0.0670279,h0.2.spHuman,40,0.06701807,0.00050544571100938
0.0670863,0.067166,0.0672511,0.0670872,0.0667941,0.0674399,0.0657834,0.0676661,0.0667051,0.0670595,h0.2.spHuman,41,0.06700387,0.000511612572710596
0.0670899,0.0671808,0.0671874,0.067039,0.0667407,0.0674338,0.0657817,0.0676495,0.0666877,0.0670168,h0.2.spHuman,42,0.06698073,0.000509142490533512
0.0670451,0.0671514,0.0671351,0.0669951,0.0667066,0.0674463,0.0658167,0.067634,0.0667331,0.0670078,h0.2.spHuman,43,0.06696712,0.000493416618645495
0.0669593,0.067135,0.0670826,0.0669536,0.0667046,0.0674278,0.0658014,0.0675658,0.0667184,0.0669897,h0.2.spHuman,44,0.06693382,0.000482068406395238
0.0669449,0.0670697,0.0670253,0.0669613,0.0666949,0.067472,0.0657742,0.0675161,0.0667366,0.0669252,h0.2.spHuman,45,0.06691202,0.000482172921494168
0.0669096,0.0670659,0.0670093,0.0669113,0.0666949,0.067459,0.0657467,0.0674713,0.0666747,0.0669111,h0.2.spHuman,46,0.06688538,0.0004829845403553
0.0669106,0.0670236,0.0669819,0.0668641,0.06667,0.0674407,0.0656722,0.0674597,0.0666708,0.0668933,h0.2.spHuman,47,0.06685869,0.000497204577725419
0.0668696,0.0669744,0.066951,0.0667871,0.0666239,0.0674184,0.0656252,0.0674572,0.0666298,0.0668179,h0.2.spHuman,48,0.06681545,0.000506691337666895
0.0668512,0.0669302,0.0669082,0.0667352,0.066557,0.0673873,0.0655657,0.0673893,0.0666295,0.0667963,h0.2.spHuman,49,0.06677499,0.00050914415869509
0.0668447,0.0668818,0.06689,0.066703,0.0665894,0.0673891,0.0655506,0.067347,0.0666304,0.0667794,h0.2.spHuman,50,0.06676054,0.000504580845190672
0.0667849,0.0668204,0.066873,0.0666876,0.0666017,0.0673795,0.0655143,0.0673615,0.0665764,0.0667651,h0.2.spHuman,51,0.06673644,0.00051347109017397
0.0667307,0.066815,0.0668827,0.0666754,0.0665852,0.0673587,0.0655175,0.067325,0.0665295,0.0667539,h0.2.spHuman,52,0.06671736,0.000506963694075925
0.0667147,0.066832,0.0669017,0.0666314,0.0665443,0.0672676,0.0654767,0.0673228,0.0664937,0.0667267,h0.2.spHuman,53,0.06669116,0.000509495943065301
0.0667114,0.0667872,0.066851,0.066603,0.0665029,0.0672396,0.0654326,0.0672914,0.0664756,0.0667141,h0.2.spHuman,54,0.06666088,0.000512213878505195
0.0667141,0.0667744,0.0668524,0.0665586,0.0664613,0.0672008,0.0654196,0.0672659,0.0664555,0.0666547,h0.2.spHuman,55,0.06663573,0.000509566831403565
0.0667112,0.0667497,0.0668146,0.0665334,0.0664523,0.0671894,0.0654056,0.0672523,0.0663963,0.0666058,h0.2.spHuman,56,0.06661106,0.000510649112404986
0.0667307,0.0667125,0.0667824,0.0664941,0.066379,0.0671391,0.065402,0.0671883,0.0663932,0.0665866,h0.2.spHuman,57,0.06658079,0.000498246878676737
0.066733,0.0666565,0.066739,0.0664617,0.0663553,0.0670936,0.0653341,0.0671423,0.0663892,0.0665547,h0.2.spHuman,58,0.06654594,0.000502958379546016
0.0667184,0.0666646,0.0667334,0.0664782,0.0663305,0.0670533,0.0653057,0.0671537,0.0664209,0.0665737,h0.2.spHuman,59,0.06654324,0.000506763298241344
0.0666828,0.0665961,0.066711,0.0664427,0.0662917,0.0670491,0.0652297,0.0671514,0.0664458,0.0665567,h0.2.spHuman,60,0.0665157,0.000524619091447415
0.06669,0.0666229,0.0666449,0.0663965,0.0662167,0.0670006,0.0652121,0.0670538,0.0664515,0.0665203,h0.2.spHuman,61,0.06648093,0.000514055818521254
0.0666952,0.0665987,0.066625,0.0663803,0.066183,0.0669621,0.065205,0.0670398,0.0664552,0.0664936,h0.2.spHuman,62,0.06646379,0.000510899928122479
0.0666497,0.0665984,0.0665979,0.0663238,0.0661516,0.0669643,0.0651905,0.0670044,0.0664517,0.0664551,h0.2.spHuman,63,0.06643874,0.000510523825105158
0.0666703,0.0665899,0.0665131,0.0663421,0.0661659,0.0669422,0.0651846,0.066923,0.0664145,0.0663736,h0.2.spHuman,64,0.06641192,0.000497132251127516
0.0666552,0.0666188,0.0665174,0.0663547,0.06617,0.0669382,0.0651543,0.0668604,0.0664169,0.0663553,h0.2.spHuman,65,0.06640412,0.000498580783156886
0.0666386,0.0665845,0.0665391,0.0663486,0.0661454,0.0669173,0.0651477,0.0668722,0.0664114,0.066293,h0.2.spHuman,66,0.06638978,0.000499682569904802
0.0666297,0.0665726,0.0665203,0.0663093,0.0661133,0.0668613,0.0651013,0.0668352,0.0663766,0.0662617,h0.2.spHuman,67,0.06635813,0.000503146788941579
0.066597,0.0665299,0.0664826,0.0662578,0.0660654,0.066827,0.0651272,0.0668314,0.0663179,0.0662742,h0.2.spHuman,68,0.06633104,0.000489688087119411
0.0665596,0.0664952,0.0664371,0.0662216,0.0660253,0.0668436,0.0651255,0.0668311,0.0662859,0.0662936,h0.2.spHuman,69,0.06631185,0.000490096614624777
0.06652,0.0665038,0.0663889,0.0661885,0.0660045,0.0668158,0.0651335,0.0667997,0.0662868,0.0662372,h0.2.spHuman,70,0.06628787,0.000480359684796485
0.066533,0.066495,0.0663659,0.0661845,0.0659737,0.0668107,0.0651189,0.0667754,0.0662592,0.0662054,h0.2.spHuman,71,0.06627217,0.000483178632828713
0.0664759,0.0664669,0.0663484,0.0661935,0.0659919,0.0668064,0.0650776,0.0667867,0.0662391,0.0661772,h0.2.spHuman,72,0.06625636,0.000489300022026932
0.0664593,0.0664801,0.0663016,0.0661663,0.0660111,0.0667664,0.0650326,0.0668032,0.0662205,0.0661256,h0.2.spHuman,73,0.06623667,0.000498087970922585
0.0664103,0.0664852,0.0662883,0.0661492,0.0660191,0.0667628,0.0650354,0.0667576,0.0661786,0.0660909,h0.2.spHuman,74,0.06621774,0.000490106102344744
0.0663728,0.0664627,0.0662702,0.066139,0.0659865,0.066742,0.0649918,0.0667159,0.0661935,0.0660841,h0.2.spHuman,75,0.06619585,0.000492845401159879
0.0664062,0.0664191,0.0662249,0.0661174,0.0659484,0.0666869,0.0649835,0.0667241,0.0661634,0.0660505,h0.2.spHuman,76,0.06617244,0.000490916096474516
0.0663541,0.0663912,0.0661932,0.0660893,0.065966,0.0666403,0.0649744,0.0666896,0.0660868,0.0660368,h0.2.spHuman,77,0.06614217,0.000479471234335862
0.0663352,0.0663594,0.0661502,0.0660787,0.0659186,0.0666399,0.0649395,0.0666602,0.0660537,0.0660351,h0.2.spHuman,78,0.06611705,0.000484654752833856
0.0662931,0.0662964,0.0661507,0.0660841,0.0658621,0.0666517,0.0649141,0.0666101,0.0660371,0.0660427,h0.2.spHuman,79,0.06609421,0.000484552307576568
0.0662665,0.0662833,0.0661011,0.0660121,0.0658322,0.0665899,0.0648939,0.0665565,0.0660428,0.0659945,h0.2.spHuman,80,0.06605728,0.000476093965515211
0.0661973,0.0662293,0.0661056,0.0660044,0.0658582,0.066576,0.064889,0.0665191,0.0660195,0.0660097,h0.2.spHuman,81,0.06604081,0.00046453863958412
0.0662114,0.0661962,0.0661156,0.065989,0.0658253,0.0665402,0.0648651,0.0665093,0.0659874,0.066014,h0.2.spHuman,82,0.06602535,0.000466704513346269
0.0662047,0.0661901,0.0661362,0.0659676,0.065829,0.0664843,0.0648635,0.0664367,0.065941,0.0659542,h0.2.spHuman,83,0.06600073,0.0004533014990048
0.0661885,0.06619,0.0660897,0.0659603,0.0658394,0.0665161,0.0648537,0.0664441,0.0659438,0.0659487,h0.2.spHuman,84,0.06599743,0.000458301038983475
0.0661374,0.0661604,0.0661045,0.0659673,0.0658254,0.0664683,0.0648261,0.0664499,0.0659495,0.0659042,h0.2.spHuman,85,0.0659793,0.000458776236912458
