V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,variable,generation,generationMean,generationSD
0.0306159,0.0305712,0.0305754,0.0308334,0.0300145,0.0316685,0.0317413,0.0307459,0.0314102,0.031035,h0.1.spHuman,161,0.03092113,0.000545580449409414
0.0306011,0.0305584,0.0305561,0.0308155,0.0300213,0.0316378,0.0317144,0.030752,0.0314078,0.031058,h0.1.spHuman,162,0.03091224,0.000538968127690929
0.0306143,0.0305515,0.0305264,0.0308081,0.0299871,0.0316143,0.0317101,0.0307448,0.0313857,0.0310514,h0.1.spHuman,163,0.03089937,0.000540974608256042
0.0305903,0.0305074,0.0305021,0.030794,0.0299893,0.0316071,0.0317145,0.0307443,0.0313362,0.031051,h0.1.spHuman,164,0.03088362,0.000542321685595059
0.0305884,0.030477,0.0305137,0.0307845,0.0300058,0.031602,0.0317043,0.0307462,0.0313171,0.0310403,h0.1.spHuman,165,0.03087793,0.000536483169561004
0.0305966,0.0304674,0.0305296,0.0307705,0.029991,0.0315906,0.0316853,0.0307568,0.0313139,0.0310249,h0.1.spHuman,166,0.03087266,0.000532604802832269
0.0305722,0.0304534,0.0305288,0.0307937,0.0299626,0.0315828,0.0316616,0.0307454,0.0313297,0.0310014,h0.1.spHuman,167,0.03086316,0.000536057215437142
0.0305556,0.0304361,0.0305193,0.0307961,0.0299483,0.0315665,0.031654,0.0307365,0.0313418,0.030993,h0.1.spHuman,168,0.03085472,0.000539349311258998
0.0305215,0.0304359,0.0304851,0.0307925,0.0299375,0.0315579,0.0316472,0.0307162,0.031335,0.0309826,h0.1.spHuman,169,0.03084114,0.000543147312123209
0.0304986,0.030395,0.0304652,0.0307833,0.029957,0.0315489,0.0316476,0.0307035,0.0313402,0.0309488,h0.1.spHuman,170,0.03082881,0.000544888615427246
0.0304542,0.0303896,0.0304365,0.0307481,0.0299733,0.0315462,0.0316387,0.0306899,0.0313136,0.0309326,h0.1.spHuman,171,0.03081227,0.000543494953569539
0.0304356,0.0303782,0.0304461,0.0307477,0.0299301,0.0315349,0.031647,0.0306753,0.0313012,0.0309115,h0.1.spHuman,172,0.03080076,0.000550966234496775
0.0304253,0.0303937,0.0304565,0.0307496,0.0299356,0.0315293,0.03162,0.0306759,0.031304,0.0309173,h0.1.spHuman,173,0.03080072,0.000543716527041232
0.0304221,0.0303658,0.0304583,0.0307333,0.0299349,0.0315088,0.0316097,0.0306607,0.0312795,0.0309088,h0.1.spHuman,174,0.03078819,0.000539415608578188
0.0304298,0.0303697,0.030436,0.0307443,0.0299394,0.0315192,0.0316089,0.0306562,0.0312705,0.0308937,h0.1.spHuman,175,0.03078677,0.000539452693940812
0.0303897,0.0303647,0.0304525,0.0307379,0.0299146,0.0315143,0.031566,0.0306305,0.0312513,0.0308843,h0.1.spHuman,176,0.03077058,0.000536885209746408
0.0303763,0.0303622,0.0304414,0.0306978,0.0299046,0.031516,0.0315715,0.0306282,0.0312648,0.0308889,h0.1.spHuman,177,0.03076517,0.000543769246504844
0.0303871,0.0303583,0.030446,0.0306585,0.0298798,0.0315281,0.0315657,0.0306171,0.03122,0.0309084,h0.1.spHuman,178,0.0307569,0.000545399401050888
0.0303842,0.0303746,0.0304366,0.0306816,0.0298691,0.0315289,0.0315545,0.0305952,0.0312288,0.0308813,h0.1.spHuman,179,0.03075348,0.000545471687420876
0.0303908,0.0303789,0.0304169,0.0306687,0.029859,0.0315161,0.0315469,0.030592,0.0312291,0.0308644,h0.1.spHuman,180,0.03074628,0.000544425768432514
0.0303686,0.0303813,0.0304241,0.0306543,0.0298467,0.0315215,0.0315458,0.0305822,0.0312317,0.0308687,h0.1.spHuman,181,0.03074249,0.00054923716279946
0.0303614,0.0303429,0.030405,0.0306297,0.0298327,0.0315087,0.0315173,0.0305491,0.0312083,0.0308456,h0.1.spHuman,182,0.03072007,0.000548394904445895
0.0303725,0.030334,0.0304007,0.0306097,0.0298287,0.0314998,0.0315171,0.0305515,0.0312093,0.0308296,h0.1.spHuman,183,0.03071529,0.000547858459924743
0.0303655,0.0303178,0.0303822,0.0305949,0.0298221,0.0314952,0.0314927,0.0305279,0.0311985,0.0308173,h0.1.spHuman,184,0.03070141,0.000547042020425406
0.0303734,0.0302973,0.0303709,0.0305991,0.0298033,0.0314757,0.0314913,0.0305418,0.0311974,0.0307925,h0.1.spHuman,185,0.03069427,0.000547714591228356
0.0303664,0.0303051,0.0303562,0.0306238,0.0297765,0.0314818,0.0314651,0.0305381,0.0312103,0.0307749,h0.1.spHuman,186,0.03068982,0.000550945927574668
0.0303537,0.0302985,0.0303456,0.0306218,0.0297744,0.0314969,0.0314558,0.0305432,0.0312073,0.0307438,h0.1.spHuman,187,0.0306841,0.000553492850500849
0.0303233,0.0303102,0.030315,0.0306305,0.0297522,0.0314644,0.0314515,0.0305613,0.0312052,0.0307215,h0.1.spHuman,188,0.03067351,0.000553995227516547
0.0303148,0.0303045,0.0303028,0.0306035,0.0297287,0.0314582,0.0314422,0.0305593,0.0311838,0.0307134,h0.1.spHuman,189,0.03066112,0.00055577304480636
0.0302707,0.0302709,0.030298,0.030577,0.0297378,0.0314159,0.0314388,0.030535,0.031197,0.030685,h0.1.spHuman,190,0.03064261,0.000554862171975067
0.0302521,0.0302778,0.0302865,0.0305493,0.0297314,0.0314077,0.0314322,0.0305736,0.0311727,0.0306902,h0.1.spHuman,191,0.03063735,0.000552566752629137
0.0302612,0.0302821,0.0302871,0.0305428,0.0297249,0.0313948,0.0314053,0.0305721,0.0311524,0.0306611,h0.1.spHuman,192,0.03062838,0.000544124411427305
0.0302322,0.0302894,0.0302838,0.0305316,0.0297156,0.0313759,0.031423,0.0305562,0.0311261,0.0306411,h0.1.spHuman,193,0.03061749,0.000545206711970586
0.0302522,0.0302524,0.0302613,0.0305509,0.0297088,0.0313568,0.0314176,0.0305634,0.0311357,0.030664,h0.1.spHuman,194,0.03061631,0.000546109719236385
0.0302666,0.0302428,0.0302704,0.0305275,0.0296852,0.031331,0.0314159,0.0305543,0.0311312,0.0306556,h0.1.spHuman,195,0.03060805,0.000545309079024608
0.0302811,0.030244,0.0302669,0.0304897,0.029671,0.0313229,0.0314065,0.0305682,0.03111,0.0306443,h0.1.spHuman,196,0.03060046,0.000542698420856372
0.0302578,0.0302255,0.0302562,0.0305005,0.0296644,0.0312928,0.0313959,0.0305861,0.0311048,0.030655,h0.1.spHuman,197,0.0305939,0.000540770534618068
0.0302469,0.030217,0.0302416,0.0304993,0.0296912,0.0312775,0.0313902,0.0305887,0.0310899,0.0306209,h0.1.spHuman,198,0.03058632,0.000533124383652112
0.0302299,0.0302041,0.0302356,0.0304875,0.029673,0.0312794,0.0313936,0.0305882,0.0310714,0.030596,h0.1.spHuman,199,0.03057587,0.000538146962682541
0.0302241,0.0302185,0.0302005,0.0304631,0.0297026,0.0312545,0.0313544,0.0305764,0.0310807,0.0306095,h0.1.spHuman,200,0.03056843,0.000525965180617711
0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,h0.1.spFly,1,0.05,0
0.0402999,0.0410634,0.0408703,0.0407175,0.0413536,0.0411146,0.0411436,0.0400649,0.0403837,0.0419195,h0.1.spFly,2,0.0408931,0.00055126287740061
0.0349231,0.035757,0.0347461,0.0346476,0.0353569,0.03593,0.0358308,0.0347626,0.035331,0.0360805,h0.1.spFly,3,0.03533656,0.00054270858806136
0.0321842,0.0318527,0.0314407,0.0316922,0.0315982,0.0325525,0.0326319,0.0312303,0.0318727,0.0326251,h0.1.spFly,4,0.03196805,0.000507539459330777
0.0296465,0.029519,0.0287884,0.0293137,0.0292442,0.0301298,0.0303302,0.0285468,0.0292882,0.0300161,h0.1.spFly,5,0.02948229,0.000570661552644531
0.0278143,0.0278176,0.0267316,0.027361,0.0272742,0.0279573,0.0286334,0.0268974,0.026875,0.0279456,h0.1.spFly,6,0.02753074,0.000605252926377799
0.0262899,0.026,0.0251284,0.0253552,0.0258684,0.0263385,0.0271462,0.0253838,0.0253188,0.0260904,h0.1.spFly,7,0.02589196,0.000618272906661056
0.0248257,0.0247541,0.023778,0.0240612,0.0245568,0.0248115,0.0260292,0.0241185,0.024159,0.0246858,h0.1.spFly,8,0.02457798,0.000628819348373512
0.0237155,0.0234848,0.0227379,0.0228638,0.023623,0.0238753,0.0251435,0.0229909,0.0230606,0.0232828,h0.1.spFly,9,0.02347781,0.000697917261014672
0.0226488,0.0224581,0.0220231,0.0218153,0.0226643,0.0228901,0.0239658,0.0219698,0.0224027,0.0223192,h0.1.spFly,10,0.02251572,0.000611799138788395
0.0218227,0.0215303,0.021366,0.0210569,0.0219074,0.0219862,0.0233676,0.0211668,0.0215531,0.0213324,h0.1.spFly,11,0.02170894,0.000659546504467695
0.0209653,0.0206562,0.0205409,0.0203373,0.0210324,0.02126,0.0223236,0.0204055,0.0207719,0.0205806,h0.1.spFly,12,0.02088737,0.000581608344831621
0.0200484,0.0198426,0.0197082,0.0196697,0.0204425,0.0206367,0.0215423,0.0196933,0.0202942,0.0199869,h0.1.spFly,13,0.02018648,0.000580640194191818
0.0193461,0.019306,0.0188786,0.0189999,0.0201503,0.0200045,0.0210509,0.0192443,0.019617,0.0196217,h0.1.spFly,14,0.01962193,0.000643382853102775
0.0188275,0.0187877,0.0182955,0.0185648,0.0195816,0.0193519,0.0204453,0.0186131,0.0191122,0.0191089,h0.1.spFly,15,0.01906885,0.000618085532107005
0.0182214,0.0184783,0.0178681,0.0180609,0.0188913,0.0188858,0.0199591,0.0180496,0.0188623,0.0188139,h0.1.spFly,16,0.01860907,0.000615974153588354
0.0178169,0.0181123,0.0173869,0.0175294,0.0184408,0.0184214,0.0193336,0.0177016,0.0183105,0.0183546,h0.1.spFly,17,0.0181408,0.000568312511837555
0.0173679,0.0177693,0.0170742,0.0171647,0.0180253,0.0179563,0.0188431,0.0173758,0.0178738,0.0179105,h0.1.spFly,18,0.01773609,0.000520475153532274
0.0169517,0.017405,0.0167683,0.0166727,0.0176658,0.0175765,0.0184782,0.0170321,0.0174645,0.0176113,h0.1.spFly,19,0.01736261,0.000533698149081795
0.0167594,0.0172377,0.0163926,0.0163585,0.0172745,0.0171609,0.0181263,0.0166977,0.0169967,0.0172415,h0.1.spFly,20,0.01702458,0.000517291458356785
0.0163404,0.0167413,0.016044,0.016087,0.0170114,0.0167379,0.0179103,0.0164252,0.0165835,0.0168085,h0.1.spFly,21,0.01666895,0.000536612194440475
0.015931,0.0164591,0.0159462,0.0158118,0.0166615,0.0164354,0.0176137,0.0160387,0.016351,0.0164885,h0.1.spFly,22,0.01637369,0.000521953528050577
0.0156383,0.0160887,0.0155627,0.015686,0.0164142,0.0162276,0.0172653,0.0156561,0.0160444,0.0161418,h0.1.spFly,23,0.01607251,0.000509971477306983
0.0154504,0.0157608,0.0153855,0.0153182,0.0160993,0.015897,0.0171064,0.0154727,0.0158697,0.0159482,h0.1.spFly,24,0.01583082,0.000522580842868674
0.0152839,0.0155162,0.015112,0.015051,0.0158659,0.0157571,0.0168288,0.0151999,0.0154493,0.0155694,h0.1.spFly,25,0.01556335,0.000518771405984049
0.0150218,0.0151742,0.0148132,0.0147649,0.0156538,0.0155105,0.0164454,0.015002,0.0153044,0.0152526,h0.1.spFly,26,0.01529428,0.000493141394643677
0.014728,0.0150063,0.0145938,0.0144098,0.0153265,0.0153068,0.0161431,0.0146167,0.0149868,0.0150876,h0.1.spFly,27,0.01502054,0.000499478866642246
0.014554,0.01489,0.0144694,0.0142128,0.0151094,0.0151439,0.0159554,0.0143423,0.0147862,0.0149443,h0.1.spFly,28,0.01484077,0.000503933551726372
0.0143135,0.0147347,0.0142485,0.0139967,0.0149153,0.0149263,0.0156248,0.0141984,0.014576,0.0147486,h0.1.spFly,29,0.01462828,0.000473731433057451
0.0140489,0.0144551,0.0139966,0.0137765,0.0146906,0.0147463,0.0153984,0.0140878,0.0143884,0.0146888,h0.1.spFly,30,0.01442774,0.000477525962528624
0.0138935,0.0143143,0.0137866,0.0136952,0.0144958,0.0146234,0.015186,0.0138201,0.0141807,0.0145667,h0.1.spFly,31,0.01425623,0.000473666291461264
0.0136573,0.014133,0.0135695,0.0135421,0.0142781,0.0144945,0.0149504,0.0137399,0.0139854,0.0144474,h0.1.spFly,32,0.01407976,0.000466628608448113
0.0135308,0.0140279,0.0133464,0.0132848,0.0142125,0.0142866,0.0148025,0.0136047,0.0137278,0.0141837,h0.1.spFly,33,0.01390077,0.000482650989731596
0.0133936,0.0139425,0.0132781,0.0131762,0.014033,0.0141378,0.0146855,0.013458,0.0134881,0.0140445,h0.1.spFly,34,0.01376373,0.000478464219142874
0.0132761,0.0137402,0.0130272,0.0130036,0.0139199,0.0138769,0.0144466,0.0132489,0.013375,0.0138194,h0.1.spFly,35,0.01357338,0.000461765639932447
0.0131685,0.0136014,0.0129007,0.0128455,0.013756,0.0137026,0.0143011,0.0131668,0.0131133,0.01361,h0.1.spFly,36,0.01341659,0.000454500430142811
0.0130025,0.0134896,0.0128259,0.0126909,0.0136977,0.0135784,0.0141642,0.0130579,0.0130047,0.0134833,h0.1.spFly,37,0.01329951,0.000457305211598945
0.0128285,0.0133372,0.0127121,0.0124756,0.0134926,0.0134617,0.0140076,0.0129914,0.0129849,0.0133051,h0.1.spFly,38,0.01315967,0.000448518569044558
0.012723,0.0132062,0.012665,0.0122799,0.0133262,0.0132889,0.0137563,0.0128953,0.0128284,0.0131543,h0.1.spFly,39,0.01301235,0.000418272599176927
0.0126479,0.012965,0.012537,0.0122401,0.0131893,0.0131212,0.0136299,0.0128086,0.0127879,0.0130125,h0.1.spFly,40,0.01289394,0.000384939207898829
0.0124885,0.0128999,0.0124636,0.0121717,0.0129524,0.0129974,0.0135189,0.0126929,0.0126594,0.012908,h0.1.spFly,41,0.01277527,0.000369794970370219
0.0122974,0.0127773,0.0123261,0.0120804,0.0128124,0.0128854,0.0134296,0.0124701,0.0125886,0.012776,h0.1.spFly,42,0.01264433,0.000381683257426888
0.0121296,0.0126529,0.0121667,0.0119389,0.0127654,0.0127999,0.0132659,0.0124101,0.0123826,0.0125924,h0.1.spFly,43,0.01251044,0.000389128548311623
0.0121161,0.0125135,0.012061,0.0119782,0.0126537,0.0126997,0.0131282,0.012332,0.0123595,0.0125095,h0.1.spFly,44,0.01243514,0.000345877792162363
0.0120011,0.0123894,0.011946,0.0117432,0.0125737,0.0125871,0.0129737,0.0122323,0.012318,0.0123387,h0.1.spFly,45,0.01231032,0.000357339794095822
0.0118901,0.012279,0.011783,0.0116517,0.0123223,0.0124736,0.012811,0.0120952,0.0122355,0.0122612,h0.1.spFly,46,0.01218026,0.000341894753786405
0.0118904,0.0122377,0.0117222,0.0115406,0.0122509,0.0122814,0.0126776,0.0120789,0.0121295,0.0120966,h0.1.spFly,47,0.01209058,0.000317681328098178
0.0117587,0.0121584,0.0115266,0.0114676,0.0121106,0.0121145,0.0124977,0.012011,0.0119842,0.0120551,h0.1.spFly,48,0.01196844,0.00030864718873029
0.0116412,0.0121566,0.0113524,0.0113674,0.0120838,0.0119545,0.0124211,0.0119566,0.0118849,0.0119608,h0.1.spFly,49,0.01187793,0.000337787701407588
0.0115184,0.012014,0.0111582,0.0111897,0.0119894,0.011772,0.012267,0.0119102,0.0117505,0.0119042,h0.1.spFly,50,0.01174736,0.000359313463272515
0.0113801,0.0119412,0.0109993,0.0110529,0.011959,0.0115873,0.0121059,0.011782,0.0117286,0.0118216,h0.1.spFly,51,0.01163579,0.000379454100430254
0.0113019,0.0119026,0.0109315,0.0110164,0.0117374,0.0114885,0.0120045,0.0116801,0.0117778,0.0116105,h0.1.spFly,52,0.01154512,0.000360688199603665
0.0111909,0.0118096,0.0108357,0.0109855,0.0116261,0.0113093,0.0118745,0.0115984,0.0116161,0.0115479,h0.1.spFly,53,0.0114394,0.00034619362597637
0.0111449,0.0117001,0.010725,0.0109183,0.0114773,0.0112426,0.0117014,0.0115754,0.0114765,0.0114554,h0.1.spFly,54,0.01134169,0.000328307770409278
0.0110557,0.0116266,0.010698,0.0108237,0.0113212,0.0112083,0.011631,0.0114575,0.0113879,0.0113886,h0.1.spFly,55,0.01125985,0.000315928519517382
0.0109353,0.0115308,0.0106472,0.0108135,0.0112048,0.0110829,0.0115462,0.0113953,0.0113112,0.011428,h0.1.spFly,56,0.01118952,0.000310813973659844
0.0108419,0.0114218,0.0106889,0.0106913,0.0111013,0.0109272,0.011457,0.0112832,0.0112752,0.0113193,h0.1.spFly,57,0.01110071,0.000293610666056637
0.0108222,0.011336,0.0106171,0.0106745,0.0110613,0.0108378,0.0113792,0.0111169,0.0111883,0.0112543,h0.1.spFly,58,0.01102876,0.000274155325803944
0.0108253,0.0111959,0.0105303,0.0106216,0.0109987,0.0107922,0.0113206,0.0110617,0.0110612,0.0111557,h0.1.spFly,59,0.01095632,0.000256338282570339
0.0107985,0.0111329,0.0104033,0.0105389,0.0108661,0.0107303,0.0112582,0.0110577,0.0109026,0.0110791,h0.1.spFly,60,0.01087676,0.000269042579034125
0.0107511,0.0110833,0.0103478,0.0104196,0.0107832,0.0106689,0.0111654,0.0109244,0.0108576,0.0110597,h0.1.spFly,61,0.0108061,0.000272578392393822
0.0106513,0.011021,0.0103555,0.0104321,0.0107404,0.0105879,0.0111561,0.0107938,0.0108396,0.0109306,h0.1.spFly,62,0.01075083,0.000252479966421981
0.0106101,0.0109396,0.0102496,0.0103257,0.0106948,0.0104965,0.0111073,0.0107211,0.0107885,0.0109108,h0.1.spFly,63,0.0106844,0.000272042459921241
0.0104847,0.0108464,0.0102216,0.0102611,0.0106278,0.010471,0.0110702,0.0106645,0.010625,0.0107841,h0.1.spFly,64,0.01060564,0.000260108666180545
0.0103654,0.0107634,0.0101311,0.010292,0.0105224,0.0103324,0.0110394,0.0106023,0.0106006,0.0106876,h0.1.spFly,65,0.01053366,0.000264751721010039
0.0102605,0.0107217,0.0101311,0.010181,0.0104692,0.0102326,0.0110275,0.010537,0.0105491,0.0106596,h0.1.spFly,66,0.01047693,0.000282645581171112
0.0101828,0.0106326,0.0100381,0.0101432,0.0104671,0.0101812,0.0108616,0.0104753,0.0104574,0.010617,h0.1.spFly,67,0.01040563,0.000262336455085196
0.0101137,0.0105869,0.00998528,0.010097,0.0104631,0.0100662,0.0108552,0.0103991,0.0103495,0.0105996,h0.1.spFly,68,0.010351558,0.000283281762906749
0.0100409,0.0105971,0.00994371,0.0100392,0.0104216,0.00998547,0.010767,0.0103233,0.0102818,0.0105467,h0.1.spFly,69,0.010294678,0.000287444079230108
0.00996242,0.010514,0.00990049,0.00997083,0.010381,0.00992897,0.0106923,0.0102291,0.0102054,0.0104951,h0.1.spFly,70,0.010227961,0.000284015793983754
0.00989415,0.0103695,0.00985261,0.00989505,0.0103045,0.00994706,0.0106954,0.010146,0.0101743,0.0104321,h0.1.spFly,71,0.010171067,0.000279949312040987
0.00975953,0.0103626,0.00980415,0.00984322,0.0102169,0.0098856,0.010622,0.0100702,0.0100969,0.0104188,h0.1.spFly,72,0.01010799,0.000292945089811119
0.00964183,0.0103985,0.00974212,0.00977628,0.0101691,0.00977731,0.0105231,0.0101082,0.00999707,0.0102978,h0.1.spFly,73,0.010043131,0.000305005978282029
0.00957296,0.0103453,0.00969091,0.00966977,0.0101215,0.00972974,0.0104239,0.0100291,0.0099797,0.0102974,h0.1.spFly,74,0.009986028,0.000309377718144737
0.00950726,0.0102725,0.00963237,0.00962859,0.010059,0.0096892,0.0103561,0.00995702,0.00992006,0.0102379,h0.1.spFly,75,0.009926,0.000303151063662986
0.00941837,0.0102689,0.00953744,0.00957331,0.00998919,0.00969263,0.0102721,0.00989138,0.00984023,0.0102585,h0.1.spFly,76,0.009874205,0.00031992387057097
0.009379,0.0102159,0.00938533,0.00950796,0.0098914,0.0096239,0.0101986,0.00984915,0.00982588,0.0102673,h0.1.spFly,77,0.009814442,0.000337485569034687
0.0093804,0.0101215,0.00934524,0.00939138,0.00987467,0.00960592,0.0101182,0.00977312,0.0098182,0.0101809,h0.1.spFly,78,0.009760953,0.000321211105662789
0.00934276,0.0100913,0.00932581,0.00934615,0.00982297,0.00959512,0.0100485,0.00969666,0.0097845,0.0101425,h0.1.spFly,79,0.009719627,0.000314932662257611
0.00927972,0.0100607,0.0091782,0.00929767,0.00971486,0.00957752,0.00996681,0.00963064,0.00971617,0.0101317,h0.1.spFly,80,0.009655399,0.000333139753772097
0.00925007,0.00999396,0.0091011,0.00920261,0.00964153,0.00957319,0.00998662,0.00959582,0.00963255,0.0101066,h0.1.spFly,81,0.009608405,0.000348553860758994
0.00924206,0.00994789,0.00910535,0.00913574,0.00957675,0.00951704,0.00994295,0.00946048,0.00959409,0.0100824,h0.1.spFly,82,0.009560475,0.00034496221285011
0.00922064,0.00989385,0.00907409,0.00911814,0.00959481,0.00949251,0.00989738,0.00939922,0.00956898,0.0100526,h0.1.spFly,83,0.009531222,0.000339585629253588
0.00926125,0.00987191,0.00905159,0.00901823,0.00956871,0.0094392,0.00988125,0.00931894,0.00953774,0.00999413,h0.1.spFly,84,0.009494295,0.000343237487600705
0.00925051,0.00980166,0.00906621,0.00894465,0.00949704,0.00942319,0.00987012,0.00930602,0.00948447,0.00990582,h0.1.spFly,85,0.009454969,0.0003291420055724
0.00922074,0.00973102,0.00901835,0.00891499,0.00942516,0.00936568,0.00987004,0.00920713,0.00942417,0.009922,h0.1.spFly,86,0.009409928,0.00034231721386262
0.00924174,0.00967806,0.00901406,0.00889023,0.00943124,0.00939552,0.00977765,0.00913552,0.00935318,0.00986629,h0.1.spFly,87,0.009378349,0.000323122740196697
0.00924006,0.00961124,0.00894735,0.00882544,0.00934745,0.00937869,0.0097393,0.00912724,0.0093427,0.00986463,h0.1.spFly,88,0.00934241,0.00033064763544024
0.00919539,0.00958849,0.00893023,0.00878772,0.00935098,0.00930087,0.00970782,0.00907538,0.00931244,0.00984852,h0.1.spFly,89,0.009309784,0.000335455424268428
0.00917142,0.00958086,0.00891593,0.00873701,0.00934779,0.00927633,0.00967279,0.00903454,0.00931551,0.00979016,h0.1.spFly,90,0.009284234,0.000335025691857273
0.00909891,0.00953218,0.00888485,0.00865988,0.00928729,0.00921298,0.00964292,0.00902548,0.00929735,0.00977382,h0.1.spFly,91,0.009241566,0.000344400340372783
0.00905318,0.00950974,0.00886333,0.00869872,0.00922967,0.00919338,0.00961957,0.00894831,0.0092825,0.00970002,h0.1.spFly,92,0.009209842,0.000329695462571143
0.00903563,0.00947053,0.0088895,0.00860274,0.00922926,0.00920358,0.00952283,0.00893439,0.00921278,0.00965156,h0.1.spFly,93,0.00917528,0.00032092393671329
0.00897269,0.00944225,0.00888031,0.00859541,0.0092706,0.00923521,0.00951224,0.00891123,0.00919744,0.00969382,h0.1.spFly,94,0.00917112,0.000333452628552976
0.00890903,0.0094197,0.00885188,0.008653,0.00928218,0.00919083,0.00952547,0.0089288,0.00918849,0.00957514,h0.1.spFly,95,0.009152452,0.000308743033058597
0.00889522,0.0093479,0.00882663,0.00858791,0.00930076,0.00918484,0.00949481,0.00889839,0.00912643,0.00952041,h0.1.spFly,96,0.00911833,0.00030884439426136
0.00881355,0.009365,0.00875844,0.00853285,0.00924361,0.00915427,0.00940289,0.00885028,0.0091554,0.00948381,h0.1.spFly,97,0.00907601,0.000318485396351056
0.0087589,0.00933581,0.00872603,0.00843607,0.00919052,0.0091563,0.00936199,0.00879469,0.00909116,0.00947795,h0.1.spFly,98,0.009032942,0.000337274250912946
0.00872425,0.00931038,0.00864835,0.00844915,0.00917221,0.00914289,0.00932105,0.00875848,0.00907394,0.00940117,h0.1.spFly,99,0.009000187,0.000329536752934243
0.00868651,0.00929031,0.0086165,0.00842455,0.00918256,0.00910623,0.00930458,0.0087408,0.00908027,0.00926611,h0.1.spFly,100,0.008969842,0.000322059374608679
0.0086728,0.00929972,0.00856442,0.00843366,0.00917559,0.00909416,0.00928293,0.00869224,0.00898985,0.00922614,h0.1.spFly,101,0.008943151,0.000323307669203122
0.00862381,0.00922117,0.00857326,0.00838957,0.00915147,0.0090811,0.0092897,0.00868452,0.00897111,0.00916688,h0.1.spFly,102,0.008915259,0.000318854579269471
0.00858141,0.00917383,0.00849964,0.00832414,0.00912219,0.00903505,0.00924119,0.00865858,0.00902718,0.00910468,h0.1.spFly,103,0.008876789,0.000327170972444072
0.00855665,0.00917023,0.0085,0.0082974,0.00907745,0.00905156,0.00917604,0.00865765,0.00900545,0.00906076,h0.1.spFly,104,0.008855319,0.00031979686922413
0.00852919,0.00912986,0.008439,0.00829364,0.00904502,0.00901531,0.00916055,0.00860372,0.00898907,0.00898583,h0.1.spFly,105,0.008819119,0.000318050896501732
0.00852059,0.00914751,0.00842814,0.00825153,0.00902497,0.00897176,0.00913527,0.00850799,0.00896811,0.008956,h0.1.spFly,106,0.008791187,0.000327878948294099
0.00843139,0.00914733,0.00842452,0.0081933,0.00896855,0.00896022,0.00915153,0.00850887,0.00891396,0.00892003,h0.1.spFly,107,0.00876197,0.000340085352619995
0.00838706,0.00914317,0.00836613,0.00817916,0.00899802,0.00894614,0.00909662,0.00847356,0.00889661,0.00891028,h0.1.spFly,108,0.008739675,0.000349950791342313
0.00832666,0.00909712,0.00832189,0.0081569,0.00899077,0.00889958,0.00904879,0.00847368,0.00884246,0.00886079,h0.1.spFly,109,0.008701864,0.000346150246543639
0.00827068,0.00906696,0.00832421,0.00815662,0.00896503,0.00879553,0.00905048,0.00846602,0.0088106,0.00881798,h0.1.spFly,110,0.008672411,0.000338451558373655
0.00825235,0.00901831,0.00829808,0.00810177,0.00892436,0.00875615,0.00903748,0.0084657,0.00880013,0.00880424,h0.1.spFly,111,0.008645857,0.000339114438306271
0.00824021,0.00896213,0.00827625,0.00806874,0.00889839,0.00878956,0.00899542,0.00842008,0.00878826,0.00882229,h0.1.spFly,112,0.008626133,0.000339830241020752
0.0082644,0.00891215,0.0082196,0.00806646,0.00889657,0.0087747,0.00901273,0.00840614,0.00874741,0.00881912,h0.1.spFly,113,0.008611928,0.000338978234660182
0.00827793,0.00889716,0.00817116,0.00801796,0.008856,0.00873836,0.00897234,0.00831827,0.0087764,0.00882767,h0.1.spFly,114,0.008585325,0.000349315656112857
0.0082322,0.00888708,0.0081381,0.00798712,0.00880408,0.0087056,0.00893033,0.00824181,0.00876378,0.00880688,h0.1.spFly,115,0.008549698,0.000356090433732157
0.00815562,0.00888898,0.00812304,0.00795673,0.0087597,0.00864806,0.00892358,0.00822387,0.00872183,0.00876441,h0.1.spFly,116,0.008516582,0.000360331541154963
0.00812004,0.00888786,0.00807226,0.00795464,0.00871751,0.00860219,0.00890292,0.00816611,0.00868635,0.00870363,h0.1.spFly,117,0.008481351,0.000362012602679643
0.00804158,0.00882929,0.00807277,0.0079571,0.00866046,0.00860039,0.00883131,0.00814301,0.00863587,0.00869088,h0.1.spFly,118,0.008446266,0.000348792014918793
0.00802141,0.00879908,0.00806699,0.00791205,0.00861996,0.00857888,0.00879721,0.0081177,0.0086199,0.0086531,h0.1.spFly,119,0.008418628,0.000346150452735352
0.00799355,0.00874484,0.00803128,0.00787273,0.00860905,0.00851572,0.00879021,0.00810685,0.00859082,0.00866657,h0.1.spFly,120,0.008392162,0.000349640386962884
0.00797391,0.00877022,0.00800651,0.00786328,0.00857919,0.00847412,0.00876355,0.00815608,0.00856404,0.0086421,h0.1.spFly,121,0.0083793,0.000345128527749687
0.00793042,0.00873989,0.00794306,0.00785926,0.00852895,0.0084808,0.00873702,0.00815871,0.00857077,0.00864153,h0.1.spFly,122,0.008359041,0.000350064648583341
0.00792933,0.00870087,0.00793801,0.00784112,0.00851322,0.00851149,0.00870609,0.0081164,0.00858342,0.00863575,h0.1.spFly,123,0.00834757,0.000349433727113518
